x y_nn y_rg
1.0 4.440892098500626e-16 0.0
1.0009999999999946 0.004365372958116857 0.005920108028767237
1.0019999999999998 0.007494130857331515 0.010111226093279435
1.0030000000000014 0.01048426064005033 0.014085777746695307
1.0039999999999925 0.013365964704907647 0.017879297217692137
1.004999999999987 0.016145878709376407 0.021505368578860075
1.0059999999999922 0.01883055939363286 0.024976408722565152
1.006999999999994 0.02142569292059351 0.028303999233523607
1.007999999999985 0.023937636889977614 0.03149892801432484
1.0089999999999795 0.026370826223991065 0.03457122815718503
1.0099999999999847 0.028729800903384204 0.03753021902877958
1.0109999999999864 0.03101978289771607 0.0403845447268909
1.0119999999999774 0.03324521875293596 0.04314221605040477
1.012999999999972 0.03541089704161685 0.04581064789105779
1.0139999999999771 0.037519404629474146 0.04839669790958355
1.0149999999999788 0.0395745213052945 0.050906703001810966
1.0159999999999698 0.04157974093381693 0.053346515130765694
1.0169999999999644 0.04353816625633322 0.0557215335693853
1.0179999999999696 0.04545282514815861 0.05803673801571375
1.0189999999999713 0.04732646673654547 0.06029671790299452
1.0199999999999623 0.04916168779948426 0.06250570122806008
1.0209999999999568 0.05096097086020398 0.06466758153364636
1.021999999999962 0.052726593520998434 0.06678594210167298
1.0229999999999637 0.05446099738053701 0.06886408053922229
1.0239999999999547 0.05616597033806348 0.07090502966728218
1.0249999999999493 0.05784396861973755 0.07291157863167394
1.0259999999999545 0.059495706177163016 0.07488629144686335
1.0269999999999562 0.06112300058367648 0.07683152470796374
1.0279999999999472 0.06272740874197981 0.07874944410620333
1.0289999999999417 0.06431001830693382 0.08064203927314442
1.029999999999947 0.06587250796432481 0.08251113827996762
1.0309999999999486 0.06741611607227403 0.08435842014850775
1.0319999999999396 0.06894198748139699 0.0861854267840053
1.0329999999999342 0.07045120137805513 0.08799357455541758
1.0339999999999394 0.07194476376613973 0.08978416381830492
1.034999999999941 0.0734236221381674 0.09155838900426527
1.035999999999932 0.07488866158594387 0.09331734665863516
1.0369999999999266 0.07634069950831662 0.09506204369145414
1.0379999999999319 0.07778050159647541 0.09679340494878601
1.0389999999999335 0.07920878662105713 0.09851227950052806
1.0399999999999245 0.08062622813861386 0.10021944685786904
1.040999999999919 0.08203345438412532 0.10191562349123429
1.0419999999999243 0.08343104614812559 0.10360146699678235
1.042999999999926 0.08481955170267177 0.10527758158015724
1.043999999999917 0.0861994822313707 0.10694452199458589
1.0449999999999116 0.08757131545188959 0.10860279862023334
1.0459999999999168 0.08893549811447163 0.11025287962104635
1.0469999999999184 0.09029244733548465 0.11189519568859109
1.0479999999999094 0.0916425532137085 0.11353014265745083
1.048999999999904 0.09298618036402076 0.11515808458335938
1.0499999999999092 0.09432366960250013 0.11677935590683661
1.050999999999911 0.0956553398259611 0.11839426465797721
1.051999999999902 0.0969814890506985 0.1200030940088529
1.0529999999998965 0.09830239620198616 0.12160610467984542
1.0539999999999017 0.09961832194300367 0.12320353662484192
1.0549999999999033 0.10092951072560948 0.12479561070079848
1.0559999999998944 0.10223619077286578 0.12638253074732814
1.056999999999889 0.10353857623790798 0.12796448435592894
1.0579999999998941 0.10483686735499798 0.12954164468363888
1.0589999999998958 0.10613125178230852 0.13111417107835704
1.0599999999998868 0.10742190537178795 0.1326822110956406
1.0609999999998814 0.10870899278601827 0.13424590083016674
1.0619999999998866 0.10999266424424864 0.135805365773344
1.0629999999998883 0.11127306827084227 0.13736072240378883
1.0639999999998793 0.11255034227661469 0.13891207801081187
1.0649999999998738 0.11382461367837797 0.14045953237316472
1.065999999999879 0.11509600238752248 0.142003177600438
1.0669999999998807 0.11636462079814604 0.14354309889490668
1.0679999999998717 0.11763057467963443 0.14507937605774937
1.0689999999998663 0.1188939637303927 0.14661208254182562
1.0699999999998715 0.12015487795837788 0.14814128697495474
1.0709999999998732 0.12141340750696607 0.14966705287482596
1.0719999999998642 0.1226696351117841 0.1511894398433745
1.0729999999998587 0.12392363592772825 0.15270850310870188
1.073999999999864 0.12517549174397846 0.15422429448897487
1.0749999999998656 0.12642526647101238 0.15573686218033014
1.0759999999998566 0.1276730285444417 0.15724625132731967
1.0769999999998512 0.1289188411163351 0.15875250441786953
1.0779999999998564 0.13016276228400164 0.16025566124931573
1.078999999999858 0.13140484704716873 0.16175575899072114
1.079999999999849 0.1326451478086892 0.16325283280454633
1.0809999999998436 0.13388371104990487 0.16474691589238533
1.0819999999998489 0.13512058565902627 0.1662380394466963
1.0829999999998505 0.13635581723124443 0.16772623291823516
