x y_gt y_pr
0.0 0.01521 4.163336342344337e-17
0.5 0.16524 0.08106092776978226
1.0 0.3064 0.20920954228346547
1.499 0.5012966666666666 0.3442075713136966
1.999 0.6681866666666667 0.48325855919255223
2.499 0.7682800000000001 0.6246404928002264
2.999 0.9215800000000001 0.7675482253395572
3.499 1.0960666666666665 0.9114720965753544
3.999 1.20597 1.0560631708015324
4.499 1.3494199999999998 1.2010698780264204
4.999 1.5150000000000001 1.3463042386364998
5.499 1.6295333333333335 1.491622221765878
5.996 1.7665133333333332 1.6360173419290467
6.496 1.9324633333333334 1.7811905486207242
6.996 2.04605 1.926176023191755
7.496 2.1693 2.070917161081174
7.996 2.346976666666667 2.2153685165032058
8.496 2.4712400000000003 2.3594937652336045
8.996 2.57748 2.5032639519757414
9.494 2.745076666666667 2.646071040321804
9.992 2.86477 2.788486517362292
10.471 3.01584 2.9249879544285817
10.971 3.1245233333333333 3.0671809362872815
11.468 3.2964366666666667 3.2080853031203285
11.968 3.4504266666666665 3.349424406631208
12.467 3.554586666666667 3.4900449464575605
12.962 3.725016666666667 3.629096535018178
13.461 3.8748366666666665 3.7688588263516203
13.961 3.9821533333333337 3.9084751013588845
14.461 4.14459 4.04766476232315
14.961 4.32931 4.18643244349764
15.461 4.441473333333334 4.324783662717304
15.961 4.596816666666667 4.46272468794861
16.461 4.79929 4.600262448535404
16.961 4.877573333333333 4.737404459507179
17.461 5.0479433333333334 4.874158690783224
17.961 5.201373333333334 5.0105335852229995
18.461 5.324586666666666 5.146537954994626
18.961 5.473233333333334 5.282180864634996
19.461 5.641636666666667 5.417471662579219
19.961 5.784463333333333 5.5524199276194395
20.461 5.90168 5.687035430965761
20.96 6.081366666666667 5.821057581536193
21.46 6.2333 5.9550381878515335
21.96 6.355636666666666 6.088716207117101
22.46 6.498226666666667 6.222101921521898
22.959 6.676793333333333 6.35493776835318
23.459 6.810286666666667 6.487770597569832
23.959 6.9389199999999995 6.6203423419805265
24.459 7.107906666666667 6.752663486135774
24.957 7.266803333333333 6.884213219443566
25.457 7.377836666666667 7.0160658083473715
25.957 7.54218 7.147699405105674
26.457 7.703003333333333 7.279124549785914
26.957 7.837173333333333 7.410351776086244
27.457 7.981906666666666 7.541391620716197
27.957 8.156466666666667 7.672254578803826
28.457 8.272736666666667 7.802951133671177
28.957 8.39733 7.933491740658729
29.457 8.59355 8.063886824917406
29.955 8.721033333333333 8.193623379769525
30.453 8.581186666666667 8.195256601906786
30.953 8.448203333333334 8.16347722773415
31.453 8.312896666666667 8.140950407001458
31.953 8.249559999999999 8.11950837142448
32.453 8.20256 8.099036965246118
32.952 8.127933333333333 8.079472781085743
33.452 8.084246666666667 8.060651722533303
33.952 8.096263333333333 8.042534830959672
34.452 8.022079999999999 8.02505380344398
34.951 7.97296 8.008181164875502
35.451 7.9679166666666665 7.991798802474189
35.951 7.948523333333333 7.97589409442381
36.451 7.900846666666666 7.960426815007165
36.951 7.889186666666666 7.945361624923757
37.449 7.89234 7.930724110854538
37.947 7.845063333333333 7.916427840438342
38.447 7.81927 7.902394970774372
38.947 7.825993333333333 7.888661176798415
39.447 7.8106366666666664 7.875207918444082
39.947 7.77185 7.86201873221493
40.447 7.746449999999999 7.849079112152631
40.947 7.739436666666666 7.836376184794303
41.447 7.716066666666666 7.823898486038058
41.947 7.71444 7.811635786961184
42.447 7.697403333333333 7.799578932602933
42.945 7.692053333333333 7.78776594500109
43.445 7.656933333333333 7.7760963438016715
43.945 7.67244 7.764610351289849
44.445 7.674106666666666 7.753301799422732
44.945 7.614846666666667 7.742165148741726
45.445 7.634613333333333 7.731195337533775
45.945 7.635956666666667 7.7203876212160685
46.445 7.589976666666667 7.7097377900832065
46.945 7.599573333333334 7.699241882988618
47.445 7.61653 7.688896191900374
47.945 7.598126666666667 7.678697265240481
48.445 7.55246 7.6686419155190695
48.945 7.585566666666667 7.658727113416978
49.445 7.5513200000000005 7.648949979030977
49.945 7.53113 7.639307807250995
50.445 7.530576666666667 7.629798029534149
50.945 7.543876666666667 7.620418175403841
51.445 7.4981599999999995 7.611165915027679
51.945 7.543220000000001 7.602039067819387
52.445 7.551796666666666 7.593035464061453
52.944 7.496166666666666 7.584170454030432
53.444 7.49924 7.5754069955304955
53.944 7.5239666666666665 7.566760814253799
54.443 7.489466666666667 7.558246786610519
54.94 7.48479 7.549878983786772
55.44 7.49981 7.541572834817343
55.94 7.470433333333333 7.533376880140728
56.44 7.43844 7.525289472446935
56.94 7.474903333333333 7.517309005562059
57.44 7.471403333333333 7.509433913283376
57.94 7.422326666666667 7.501662668350037
58.44 7.47691 7.49399377908899
58.94 7.440533333333334 7.486425787505575
59.44 7.403809999999999 7.478957180655839
59.94 7.443133333333334 7.47158670963456
60.439 7.430606666666667 7.464327341541346
60.939 7.397033333333334 7.457148846724506
61.439 7.407873333333333 7.4500644070790045
61.938 7.432786666666667 7.443086444499597
62.438 7.377203333333333 7.436186053074941
62.938 7.376066666666667 7.429375954251495
63.438 7.382813333333333 7.422654917809935
63.938 7.361853333333333 7.41602174164685
64.438 7.361833333333333 7.4094752472341865
64.938 7.37833 7.403014298712403
65.437 7.349376666666667 7.396650264030872
65.937 7.35952 7.390356725738367
66.437 7.358746666666667 7.384145367846959
66.935 7.380473333333333 7.378039261199428
67.428 7.319706666666666 7.37207221368659
67.927 7.371906666666666 7.366111346594088
68.427 7.349636666666667 7.360216496479995
68.926 7.31428 7.354410049455968
69.426 7.35108 7.348667926060147
69.926 7.33403 7.34300076655395
70.426 7.29446 7.337407610516354
70.926 7.323346666666667 7.331887507121552
71.425 7.35173 7.326450241047677
71.925 7.288223333333334 7.321073236090189
72.424 7.305000000000001 7.315776947998587
72.924 7.350373333333334 7.310539382061044
73.424 7.294403333333333 7.305370262579404
73.922 7.30869 7.300288862970123
74.42 7.312906666666667 7.2952736451629425
74.92 7.281843333333333 7.290304125038339
75.419 7.279156666666666 7.285409284184031
75.918 7.3304833333333335 7.280578332519861
76.415 7.284276666666667 7.275829391610836
76.915 7.277516666666667 7.271114312088617
77.415 7.29917 7.266461011213387
77.915 7.263613333333334 7.261868709163079
78.415 7.272576666666667 7.257336603413787
78.915 7.303566666666667 7.252863927702361
79.415 7.262519999999999 7.248449925248455
79.913 7.2526633333333335 7.2441110810319245
80.413 7.29661 7.2398119689172376
80.913 7.281623333333333 7.235569321309947
81.413 7.2183866666666665 7.231382419989891
81.913 7.260086666666667 7.227250555967455
82.413 7.26389 7.223173029356078
82.913 7.234303333333333 7.219149149201179
83.413 7.2589033333333335 7.215178233359051
83.913 7.24506 7.211259608340215
84.413 7.22689 7.207392609174509
84.913 7.245076666666667 7.203576579305218
85.413 7.25919 7.199810870456635
85.913 7.22039 7.196094842734666
86.413 7.231163333333333 7.19242786418243
86.912 7.237473333333333 7.188816473105897
87.411 7.233626666666667 7.185252702233662
87.911 7.214453333333334 7.181728969912027
88.411 7.232306666666667 7.17825183807793
88.911 7.213476666666667 7.174820712885167
89.411 7.221126666666667 7.171435007860878
89.91 7.182313333333334 7.168100747119375
90.41 7.21185 7.164804031138456
90.91 7.1905166666666664 7.161551024428577
91.409 7.204246666666666 7.158347525060268
91.909 7.22577 7.155180183314673
92.409 7.196116666666667 7.152054896593776
92.907 7.190976666666667 7.148983343751297
93.407 7.2081566666666665 7.145940397590431
93.907 7.193773333333334 7.142937914167657
94.407 7.166713333333333 7.139975375060981
94.907 7.199653333333333 7.13705226821258
95.405 7.205093333333334 7.134179516990996
95.896 7.165766666666667 7.131384378424091
96.396 7.19166 7.128575733219809
96.896 7.2063733333333335 7.125804559099915
97.396 7.154556666666666 7.123070388123021
97.896 7.163726666666666 7.120372710649671
98.396 7.182713333333334 7.117711057858111
98.896 7.144003333333333 7.115084966342145
99.396 7.161453333333333 7.112493978283617
99.896 7.201923333333334 7.109937641416562
100.396 7.1300300000000005 7.107415508932632
100.896 7.145723333333334 7.10492713944343
101.393 7.177903333333333 7.102486701199023
101.893 7.16184 7.10006435951055
102.393 7.13509 7.097674491089228
102.893 7.18518 7.0953166755735895
103.393 7.167043333333334 7.092990497755289
103.891 7.13131 7.090704650338053
104.388 7.146776666666667 7.088453873526056
104.888 7.150243333333333 7.086219866551385
105.388 7.13654 7.084015890406379
105.888 7.161016666666667 7.081841554587087
106.388 7.137103333333333 7.079696473392578
106.888 7.13192 7.077580265835049
107.388 7.128893333333334 7.075492555615502
107.888 7.130296666666666 7.073432971080593
108.388 7.14312 7.071401145111714
108.888 7.124663333333333 7.069396715149848
109.388 7.122389999999999 7.0674193230682505
109.888 7.14482 7.06546861518866
110.388 7.1373033333333336 7.06354424218331
110.888 7.1269599999999995 7.061645859046996
111.388 7.1445099999999995 7.059773125042829
111.883 7.131756666666666 7.0579440318451265
112.383 7.10756 7.056121343125622
112.883 7.134493333333333 7.054323309696815
113.383 7.157613333333333 7.052549607379366
113.883 7.096183333333333 7.050799915991075
114.383 7.117426666666666 7.049073919372649
114.883 7.134510000000001 7.047371305292977
115.383 7.108803333333333 7.045691765403316
115.883 7.1030766666666665 7.044034995185169
116.383 7.136816666666666 7.04240069397045
116.883 7.102706666666666 7.040788564807714
117.383 7.1049500000000005 7.039198314474057
117.883 7.140113333333333 7.037629653441604
118.382 7.09461 7.036085366533431
118.882 7.0772699999999995 7.034558988225043
119.382 7.125533333333333 7.033053352736373
119.882 7.125076666666667 7.031568184772922
120.382 7.074586666666666 7.030103212534093
120.882 7.11379 7.028658167625628
121.382 7.117676666666667 7.027232785036764
121.882 7.060630000000001 7.025826803107542
122.382 7.092276666666667 7.02443996349423
122.882 7.12657 7.023072011101553
123.382 7.075636666666667 7.021722694085134
123.882 7.069613333333334 7.020391763779713
124.382 7.11966 7.019078974683268
124.882 7.078556666666667 7.017784084398878
125.382 7.063143333333333 7.016506853628129
125.882 7.089076666666667 7.015247046113411
126.382 7.097130000000001 7.014004428600675
126.882 7.044656666666667 7.012778770812185
127.382 7.073613333333333 7.011569845416141
127.882 7.088283333333334 7.010377382387189
128.382 7.063946666666666 7.0092011106678855
128.882 7.057633333333333 7.008040924023935
129.382 7.090896666666667 7.006896605240284
129.882 7.07292 7.005767939056274
130.382 7.044866666666667 7.0046547132304395
130.882 7.076573333333333 7.003556718457529
131.382 7.07643 7.002473748313055
131.882 7.044813333333334 7.001405599185635
132.382 7.074016666666666 7.000352070224715
132.882 7.069493333333333 6.999312963321879
133.382 7.066973333333333 6.99828808299233
133.882 7.045016666666667 6.997277236401013
134.382 7.071006666666666 6.99628023326063
134.879 7.054826666666667 6.995302742185014
135.379 7.039656666666667 6.994332785051062
135.878 7.054396666666666 6.993378015859725
136.378 7.058283333333334 6.99243442985976
136.878 7.032163333333333 6.991503774575443
137.378 7.042856666666666 6.99058587434713
137.878 7.052246666666666 6.9896805558426225
138.378 7.02807 6.988787647983147
138.878 7.048296666666667 6.987906981956245
139.378 7.07214 6.9870383911841945
139.878 7.03858 6.9861817112612545
140.378 7.048086666666666 6.985336779957286
140.878 7.049966666666666 6.98450343716333
141.378 7.03513 6.983681524893424
141.878 7.05266 6.982870887251483
142.378 7.040466666666666 6.982071370337728
142.878 7.031086666666667 6.98128282235207
143.377 7.034573333333333 6.980506637531373
143.877 7.06433 6.979739558661478
144.377 7.040006666666667 6.9789830053816875
144.877 7.0172566666666665 6.9782368337009
145.376 7.05237 6.977502362695301
145.876 7.04196 6.976776509794979
146.376 7.00446 6.976060618105914
146.876 7.020523333333333 6.975354551100435
147.376 7.03062 6.974658174046632
147.876 7.028103333333333 6.973971353998463
148.376 7.02118 6.973293959780452
148.876 7.025906666666667 6.972625861935909
149.376 6.997896666666667 6.971966932751893
149.876 7.004113333333334 6.97131704619358
150.376 7.03988 6.9706760779027865
150.876 7.0304166666666665 6.970043905180376
151.376 7.0068166666666665 6.969420406955249
151.876 7.002446666666667 6.968805463772442
152.374 7.018603333333333 6.968201366368156
152.874 7.0024966666666675 6.967603148212543
153.374 7.022989999999999 6.96701313666091
153.874 7.021256666666667 6.966431218498543
154.374 6.998553333333334 6.96585728203298
154.874 7.01621 6.9652912170516625
155.374 7.0099 6.964732914829261
155.874 6.99437 6.964182268104649
156.374 7.009656666666667 6.963639171057628
156.874 7.01436 6.963103519263844
157.374 7.014903333333334 6.962575209734231
157.872 6.9915199999999995 6.962056210278932
158.372 7.013043333333333 6.961542253437821
158.872 7.02374 6.961035338492881
159.372 6.9879 6.960535367867996
159.872 6.992076666666667 6.960042245328828
160.372 7.013593333333334 6.9595558759269425
160.872 6.999023333333333 6.959076166023345
161.372 6.979533333333333 6.958603023214434
161.872 7.005883333333333 6.958136356375865
162.372 7.005353333333333 6.957676075617641
162.872 6.98454 6.957222092274817
163.372 7.0040933333333335 6.9567743188805675
163.872 7.0070500000000004 6.9563326691882335
164.372 6.955546666666667 6.9558970580934485
164.87 7.008889999999999 6.95546910820575
165.37 7.010623333333333 6.9550453003992425
165.87 6.999153333333334 6.954627283206246
166.37 6.966343333333333 6.954214976106166
166.87 6.998636666666667 6.953808299701701
167.37 6.989516666666666 6.953407175669413
167.87 6.9776766666666665 6.953011526789115
168.37 7.007303333333334 6.9526212769146305
168.869 6.973956666666667 6.952237115388335
169.367 6.971126666666667 6.951858936957134
169.867 7.0030399999999995 6.951484406806797
170.367 7.001456666666667 6.951114981905368
170.867 6.95877 6.95075059124143
171.367 6.996049999999999 6.9503911648180825
171.867 7.000789999999999 6.950036633609672
172.367 6.968273333333333 6.949686929558609
172.867 6.97769 6.949341985584873
173.367 6.97443 6.949001735551826
173.867 6.991343333333333 6.948666114252361
174.367 6.950553333333334 6.948335057420585
174.867 6.99225 6.948008501703668
175.366 6.970616666666667 6.947687024415504
175.865 6.944533333333334 6.947369906888089
176.365 6.983476666666666 6.947056466282281
176.865 6.989933333333334 6.946747282596406
177.365 6.960013333333333 6.946442296903197
177.865 6.978366666666667 6.946141451140964
178.365 6.979773333333333 6.945844688105768
178.865 6.952933333333333 6.945551951415024
179.365 6.977033333333334 6.945263185529975
179.865 6.982333333333333 6.944978335723786
180.364 6.96307 6.944697906180031
180.864 6.951516666666667 6.944420720043796
181.364 6.980113333333334 6.944147290764453
181.864 6.95654 6.9438775668120964
182.364 6.955406666666667 6.943611497440185
182.864 6.973836666666667 6.94334903267734
183.364 6.98938 6.943090123295788
183.864 6.941796666666666 6.942834720843424
184.364 6.960203333333333 6.942582777589968
184.86 6.9795066666666665 6.9423362212028445
185.36 6.9611366666666665 6.942091029419723
185.86 6.959639999999999 6.941849158452793
186.359 6.966706666666667 6.9416110373978395
186.859 6.94497 6.941375667908935
187.359 6.946706666666667 6.941143487002084
187.859 6.9728 6.94091445195361
188.359 6.961916666666666 6.940688520749819
188.859 6.953063333333334 6.940465652033934
189.359 6.967306666666667 6.9402458051315685
189.859 6.973016666666666 6.940028940034187
190.359 6.916523333333333 6.939815017388124
190.859 6.944163333333334 6.939603998491236
191.359 6.9685733333333335 6.939395845280749
191.859 6.954359999999999 6.939190520340211
192.359 6.942936666666666 6.9389879868782325
192.859 6.958263333333333 6.9387882087187185
193.359 6.922703333333333 6.938591150308519
193.859 6.941113333333333 6.938396776703281
194.359 6.95202 6.938205053547238
194.859 6.94272 6.9380159470999025
195.358 6.931056666666667 6.937829794648978
195.858 6.954313333333333 6.937645817608719
196.358 6.943206666666667 6.937464359560614
196.858 6.931713333333334 6.9372853890483945
197.358 6.953883333333334 6.937108875165113
197.858 6.97004 6.9369347875758525
198.358 6.929796666666666 6.936763096445415
198.858 6.9313666666666665 6.936593772504272
199.358 6.94305 6.936426786994029
199.858 6.923883333333333 6.9362621116620735
200.358 6.936836666666666 6.936099718776779
200.858 6.95668 6.935939581089925
201.358 6.94139 6.935781671860565
201.858 6.917046666666667 6.9356259647996366
202.358 6.931913333333333 6.935472434108928
202.858 6.96632 6.935321054444555
203.358 6.92588 6.935171800908202
203.858 6.93802 6.935024649039964
204.358 6.937216666666667 6.934879574825382
204.858 6.90899 6.934736554651176
205.358 6.927223333333333 6.93459556532425
205.858 6.95415 6.934456584046628
206.356 6.901416666666666 6.934320164647583
206.856 6.928203333333333 6.934185236229734
207.356 6.9510266666666665 6.934052237680839
207.856 6.91437 6.9339211466569335
208.356 6.889856666666666 6.933791943891864
208.856 6.93407 6.933664610238459
209.356 6.940786666666667 6.933539126656855
209.856 6.891696666666666 6.933415474269964
210.356 6.946296666666667 6.933293634323975
210.856 6.939163333333334 6.933173588244045
211.356 6.902066666666667 6.933055317577703
211.856 6.915543333333333 6.9329388040793765
212.356 6.945516666666666 6.932824029629885
212.856 6.908353333333333 6.932710976275238
213.356 6.904253333333333 6.932599626228311
213.856 6.94733 6.9324899618494555
214.356 6.909443333333333 6.932381965649705
