x y_gt y_pr
0.0 0.01521 4.163336342344337e-17
0.5 0.16524 0.043765635976798355
1.0 0.3064 0.13192572177334272
1.499 0.5012966666666666 0.23879848490874447
1.999 0.6681866666666667 0.3548858755761585
2.499 0.7682800000000001 0.4767512353337614
2.999 0.9215800000000001 0.6027652300820554
3.499 1.0960666666666665 0.7319223296612408
3.999 1.20597 0.8635363757571561
4.499 1.3494199999999998 0.9971096621256625
4.999 1.5150000000000001 1.132265840537938
5.499 1.6295333333333335 1.2687117662267202
5.996 1.7665133333333332 1.4053642736873226
6.496 1.9324633333333334 1.543729338807452
6.996 2.04605 1.6828072009071837
7.496 2.1693 1.8224689600168804
7.996 2.346976666666667 1.9626068337583698
8.496 2.4712400000000003 2.1031301165853185
8.996 2.57748 2.2439620942792606
9.494 2.745076666666667 2.384460732954106
9.992 2.86477 2.5251470208094844
10.471 3.01584 2.660501732495221
10.971 3.1245233333333333 2.8020063029029534
11.468 3.2964366666666667 2.9427160632893896
11.968 3.4504266666666665 3.0843270881626164
12.467 3.554586666666667 3.2256642643753035
12.962 3.725016666666667 3.365846007734161
13.461 3.8748366666666665 3.5071514394699324
13.961 3.9821533333333337 3.648703617599347
14.461 4.14459 3.790203410177263
14.961 4.32931 3.931640905428751
15.461 4.441473333333334 4.073008215731818
15.961 4.596816666666667 4.214299267458566
16.461 4.79929 4.355509602735858
16.961 4.877573333333333 4.496636154133487
17.461 5.0479433333333334 4.637677251993164
17.961 5.201373333333334 4.778632378215815
18.461 5.324586666666666 4.919501974010522
18.961 5.473233333333334 5.060287403500544
19.461 5.641636666666667 5.200990997859744
19.961 5.784463333333333 5.341615803770234
20.461 5.90168 5.482165578021066
20.96 6.081366666666667 5.622361546888598
21.46 6.2333 5.762775245391665
21.96 6.355636666666666 5.903128731421413
22.46 6.498226666666667 6.043427984020085
22.959 6.676793333333333 6.183396899277855
23.459 6.810286666666667 6.32360746903429
23.959 6.9389199999999995 6.463784237644059
24.459 7.107906666666667 6.603934762556453
24.957 7.266803333333333 6.743502806960716
25.457 7.377836666666667 6.883624881006752
25.957 7.54218 7.023745193911406
