x y_gt y_pr
185.9 6.96 7.066
186.4 6.965 7.066
186.9 6.945 7.066
187.4 6.945 7.066
187.9 6.973 7.066
188.4 6.96 7.066
188.9 6.953 7.066
189.4 6.97 7.066
189.9 6.973 7.066
190.4 6.918 7.066
190.9 6.945 7.066
191.4 6.97 7.066
191.9 6.953 7.066
192.4 6.94 7.066
192.9 6.957 7.066
193.4 6.92 7.066
193.9 6.94 7.066
194.4 6.953 7.066
194.9 6.94 7.066
195.4 6.93 7.066
195.9 6.953 7.066
196.4 6.94 7.066
196.9 6.934 7.066
197.4 6.953 7.066
197.9 6.97 7.066
198.4 6.93 7.066
198.9 6.93 7.066
199.4 6.94 7.066
199.9 6.926 7.066
200.4 6.938 7.066
200.9 6.957 7.066
201.4 6.94 7.066
201.9 6.918 7.066
202.4 6.934 7.066
202.9 6.965 7.066
203.4 6.926 7.066
203.9 6.938 7.066
204.4 6.938 7.066
204.9 6.91 7.066
205.4 6.926 7.066
205.9 6.953 7.066
206.4 6.902 7.066
206.9 6.93 7.066
207.4 6.95 7.066
207.9 6.914 7.066
208.4 6.89 7.066
208.9 6.934 7.066
209.4 6.94 7.066
209.9 6.89 7.066
210.4 6.945 7.066
210.9 6.938 7.066
211.4 6.902 7.066
211.9 6.914 7.066
212.4 6.945 7.066
212.9 6.91 7.066
213.4 6.902 7.066
213.9 6.95 7.066
214.4 6.91 7.066
214.9 6.887 7.066
215.4 6.96 7.066
215.9 6.906 7.066
216.4 6.9 7.066
216.9 6.918 7.066
217.4 6.906 7.066
217.9 6.883 7.066
218.4 6.926 7.066
218.9 6.93 7.066
219.4 6.9 7.066
219.9 6.918 7.066
220.4 6.938 7.066
220.9 6.902 7.066
221.4 6.895 7.066
221.9 6.92 7.066
222.4 6.918 7.066
222.9 6.9 7.066
223.4 6.926 7.066
223.9 6.918 7.066
224.4 6.895 7.066
224.9 6.926 7.066
225.4 6.914 7.066
225.9 6.9 7.066
226.4 6.895 7.066
226.9 6.93 7.066
227.4 6.89 7.066
227.9 6.9 7.066
228.4 6.91 7.066
228.9 6.91 7.066
229.4 6.9 7.066
229.9 6.9 7.066
230.4 6.902 7.066
230.9 6.895 7.066
231.4 6.88 7.066
231.9 6.906 7.066
232.4 6.895 7.066
232.9 6.887 7.066
233.4 6.875 7.066
233.9 6.9 7.066
234.4 6.906 7.066
234.9 6.89 7.066
235.4 6.906 7.066
235.9 6.902 7.066
236.4 6.875 7.066
236.9 6.906 7.066
237.4 6.91 7.066
237.9 6.867 7.066
238.4 6.87 7.066
238.9 6.93 7.066
239.4 6.855 7.066
239.9 6.88 7.066
240.4 6.918 7.066
240.9 6.88 7.066
241.4 6.87 7.066
241.9 6.89 7.066
242.4 6.906 7.066
242.9 6.848 7.066
243.4 6.9 7.066
243.9 6.902 7.066
244.4 6.855 7.066
244.9 6.883 7.066
245.4 6.914 7.066
245.9 6.87 7.066
246.4 6.87 7.066
246.9 6.906 7.066
247.4 6.88 7.066
247.9 6.863 7.066
248.4 6.88 7.066
248.9 6.88 7.066
249.4 6.848 7.066
249.9 6.902 7.066
250.4 6.895 7.066
250.9 6.867 7.066
251.4 6.875 7.066
251.9 6.87 7.066
252.4 6.86 7.066
252.9 6.87 7.066
253.4 6.89 7.066
253.9 6.86 7.066
254.4 6.875 7.066
254.9 6.887 7.066
255.4 6.855 7.066
255.9 6.863 7.066
256.2 6.89 7.066
256.8 6.86 7.066
257.2 6.88 7.066
257.8 6.9 7.066
258.2 6.863 7.066
258.8 6.83 7.066
259.2 6.91 7.066
259.8 6.88 7.066
260.2 6.836 7.066
260.8 6.863 7.066
261.2 6.883 7.066
261.8 6.855 7.066
262.2 6.867 7.066
262.8 6.875 7.066
263.2 6.855 7.066
263.8 6.863 7.066
264.2 6.895 7.066
264.8 6.848 7.066
265.2 6.848 7.066
265.8 6.87 7.066
266.2 6.87 7.066
266.8 6.836 7.066
267.2 6.867 7.066
267.8 6.887 7.066
268.2 6.85 7.066
268.8 6.867 7.066
269.2 6.89 7.066
269.8 6.848 7.066
270.2 6.836 7.066
270.8 6.883 7.066
271.2 6.88 7.066
271.8 6.824 7.066
272.2 6.867 7.066
272.8 6.86 7.066
273.2 6.86 7.066
273.8 6.86 7.066
274.2 6.867 7.066
274.8 6.836 7.066
275.2 6.855 7.066
275.8 6.867 7.066
276.2 6.82 7.066
276.8 6.844 7.066
277.2 6.86 7.066
277.8 6.86 7.066
278.2 6.85 7.066
278.8 6.863 7.066
279.2 6.84 7.066
279.8 6.84 7.066
280.2 6.88 7.066
280.8 6.848 7.066
281.2 6.832 7.066
281.8 6.848 7.066
282.2 6.867 7.066
282.8 6.844 7.066
283.2 6.848 7.066
283.8 6.85 7.066
284.2 6.836 7.066
284.8 6.87 7.066
285.2 6.863 7.066
285.8 6.816 7.066
286.2 6.83 7.066
286.8 6.86 7.066
287.2 6.84 7.066
287.8 6.83 7.066
288.2 6.848 7.066
288.8 6.844 7.066
289.2 6.81 7.066
289.8 6.875 7.066
290.2 6.84 7.066
290.8 6.816 7.066
291.2 6.832 7.066
291.8 6.836 7.066
292.2 6.82 7.066
292.8 6.855 7.066
293.2 6.85 7.066
293.8 6.805 7.066
294.2 6.836 7.066
294.8 6.867 7.066
295.2 6.83 7.066
295.8 6.863 7.066
296.2 6.836 7.066
296.8 6.824 7.066
297.2 6.832 7.066
297.8 6.855 7.066
298.2 6.805 7.066
298.8 6.805 7.066
299.2 6.844 7.066
299.8 6.844 7.066
300.2 6.836 7.066
300.8 6.832 7.066
301.2 6.848 7.066
301.8 6.83 7.066
302.2 6.85 7.066
302.8 6.836 7.066
303.2 6.797 7.066
303.8 6.832 7.066
304.2 6.844 7.066
304.8 6.812 7.066
305.2 6.812 7.066
305.8 6.832 7.066
306.2 6.86 7.066
306.8 6.83 7.066
307.2 6.84 7.066
307.8 6.812 7.066
308.2 6.812 7.066
308.8 6.84 7.066
309.2 6.824 7.066
309.8 6.78 7.066
