Time,Displacement,Force
"5.2430","0.5134","46.1734"
"5.2530","0.5144","46.3119"
"5.2630","0.5154","46.7702"
"5.2730","0.5164","47.4718"
"5.2830","0.5175","47.9021"
"5.2930","0.5186","47.9964"
"5.3030","0.5197","47.8495"
"5.3130","0.5208","47.8924"
"5.3230","0.5220","47.8496"
"5.3330","0.5231","47.8862"
"5.3430","0.5243","47.7016"
"5.3530","0.5254","47.3792"
"5.3630","0.5264","47.2581"
"5.3730","0.5275","47.6278"
"5.3830","0.5285","48.4589"
"5.3930","0.5295","49.1249"
"5.4030","0.5305","49.2076"
"5.4130","0.5315","48.9286"
"5.4230","0.5325","48.7554"
"5.4330","0.5334","48.5095"
"5.4430","0.5344","48.4075"
"5.4530","0.5354","48.2624"
"5.4630","0.5363","48.2917"
"5.4730","0.5372","48.5517"
"5.4830","0.5381","48.7951"
"5.4930","0.5390","48.8860"
"5.5030","0.5398","49.1830"
"5.5130","0.5407","49.9872"
"5.5230","0.5416","50.5464"
"5.5330","0.5425","50.1725"
"5.5430","0.5435","49.2379"
"5.5530","0.5446","48.6683"
"5.5630","0.5456","48.9117"
"5.5730","0.5467","49.3715"
"5.5830","0.5478","49.5101"
"5.5930","0.5489","50.1435"
"5.6030","0.5500","50.7838"
"5.6130","0.5511","50.9593"
"5.6230","0.5522","50.3962"
"5.6330","0.5532","50.1929"
"5.6430","0.5543","50.5258"
"5.6530","0.5553","50.7493"
"5.6630","0.5563","50.5124"
"5.6730","0.5573","50.1996"
"5.6830","0.5583","50.1654"
"5.6930","0.5593","50.2959"
"5.7030","0.5603","50.7251"
"5.7130","0.5612","51.1976"
"5.7230","0.5622","51.5682"
"5.7330","0.5631","51.6719"
"5.7430","0.5641","51.4826"
"5.7530","0.5650","51.0171"
"5.7630","0.5660","50.9234"
"5.7730","0.5670","51.0612"
"5.7830","0.5679","51.0875"
"5.7930","0.5689","51.1472"
"5.8030","0.5698","51.3644"
"5.8130","0.5707","51.5230"
"5.8230","0.5717","51.8670"
"5.8330","0.5727","52.4749"
"5.8430","0.5737","53.0617"
"5.8530","0.5747","53.0996"
"5.8630","0.5758","52.2083"
"5.8730","0.5768","51.3210"
"5.8830","0.5779","51.1356"
"5.8930","0.5790","51.8106"
"5.9030","0.5800","52.5795"
"5.9130","0.5810","53.0755"
"5.9230","0.5820","53.1596"
"5.9330","0.5829","53.1786"
"5.9430","0.5839","53.0536"
"5.9530","0.5849","52.9415"
"5.9630","0.5859","52.9851"
"5.9730","0.5869","53.1838"
"5.9830","0.5879","53.2769"
"5.9930","0.5889","52.9954"
"6.0030","0.5899","52.6472"
"6.0130","0.5909","52.6040"
"6.0230","0.5920","53.2903"
"6.0330","0.5930","54.0197"
"6.0430","0.5940","54.4187"
"6.0530","0.5950","54.3277"
"6.0630","0.5960","54.2152"
"6.0730","0.5971","53.9319"
"6.0830","0.5981","53.7520"
"6.0930","0.5992","53.6822"
"6.1030","0.6003","53.8808"
"6.1130","0.6014","54.0486"
"6.1230","0.6025","54.1594"
"6.1330","0.6036","54.3825"
"6.1430","0.6047","54.6987"
"6.1530","0.6057","54.7772"
"6.1630","0.6067","55.0714"
"6.1730","0.6076","55.7578"
"6.1830","0.6085","55.6719"
"6.1930","0.6094","54.7873"
"6.2030","0.6103","53.8363"
"6.2130","0.6112","54.0500"
"6.2230","0.6121","54.6982"
"6.2330","0.6131","55.2394"
"6.2430","0.6140","55.5648"
"6.2530","0.6149","56.2098"
"6.2630","0.6158","56.4942"
"6.2730","0.6168","55.8045"
"6.2830","0.6177","55.1058"
"6.2930","0.6186","55.1575"
"6.3030","0.6196","55.8465"
"6.3130","0.6205","55.8619"
"6.3230","0.6215","55.3934"
"6.3330","0.6225","55.2153"
"6.3430","0.6235","55.9303"
"6.3530","0.6246","56.6266"
"6.3630","0.6256","57.1272"
"6.3730","0.6267","57.1932"
"6.3830","0.6278","57.2415"
"6.3930","0.6290","56.9786"
"6.4030","0.6301","56.2626"
"6.4130","0.6313","55.6475"
"6.4230","0.6324","55.8218"
"6.4330","0.6336","56.6086"
"6.4430","0.6347","57.1003"
"6.4530","0.6357","57.3140"
"6.4630","0.6367","57.4067"
"6.4730","0.6376","57.6856"
"6.4830","0.6385","57.7929"
"6.4930","0.6394","57.9739"
"6.5030","0.6403","57.8948"
"6.5130","0.6412","57.4316"
"6.5230","0.6421","56.8133"
"6.5330","0.6430","56.6006"
"6.5430","0.6439","57.1063"
"6.5530","0.6448","57.8896"
"6.5630","0.6458","58.4945"
"6.5730","0.6467","58.6163"
"6.5830","0.6476","58.6550"
"6.5930","0.6485","58.6094"
"6.6030","0.6495","58.2858"
"6.6130","0.6504","57.7977"
"6.6230","0.6514","57.9363"
"6.6330","0.6525","58.4332"
"6.6430","0.6536","58.6139"
"6.6530","0.6547","58.2266"
"6.6630","0.6558","58.3908"
"6.6730","0.6570","58.9528"
"6.6830","0.6582","59.5493"
"6.6930","0.6593","59.7491"
"6.7030","0.6605","59.6858"
"6.7130","0.6616","59.4843"
"6.7230","0.6626","59.0655"
"6.7330","0.6637","58.7677"
"6.7430","0.6647","58.6863"
"6.7530","0.6656","59.0114"
"6.7630","0.6666","59.7650"
"6.7730","0.6675","60.4027"
"6.7830","0.6684","60.3038"
"6.7930","0.6693","59.9399"
"6.8030","0.6702","59.7861"
"6.8130","0.6710","60.0937"
"6.8230","0.6719","60.4095"
"6.8330","0.6728","60.3802"
"6.8430","0.6736","59.7895"
"6.8530","0.6745","59.2884"
"6.8630","0.6755","59.3358"
"6.8730","0.6764","60.0078"
"6.8830","0.6774","60.7867"
"6.8930","0.6783","61.3046"
"6.9030","0.6793","61.7003"
"6.9130","0.6803","61.7637"
"6.9230","0.6813","61.2758"
"6.9330","0.6824","60.2288"
"6.9430","0.6835","59.7940"
"6.9530","0.6846","60.3472"
"6.9630","0.6857","61.2495"
"6.9730","0.6868","61.3524"
"6.9830","0.6879","61.1855"
"6.9930","0.6890","61.3815"
"7.0030","0.6901","62.1169"
"7.0130","0.6911","62.5249"
"7.0230","0.6922","62.3152"
"7.0330","0.6932","62.2716"
"7.0430","0.6942","62.0095"
"7.0530","0.6952","61.2944"
"7.0630","0.6962","60.6405"
"7.0730","0.6972","61.1713"
"7.0830","0.6982","62.1886"
"7.0930","0.6992","62.9667"
"7.1030","0.7002","62.8710"
"7.1130","0.7012","62.8221"
"7.1230","0.7021","62.8810"
"7.1330","0.7030","62.8061"
"7.1430","0.7040","62.6925"
"7.1530","0.7049","62.5522"
"7.1630","0.7059","62.4467"
"7.1730","0.7068","62.2798"
"7.1830","0.7078","62.2128"
"7.1930","0.7088","62.4083"
"7.2030","0.7099","63.0276"
"7.2130","0.7109","63.6295"
"7.2230","0.7119","64.0356"
"7.2330","0.7130","64.2283"
"7.2430","0.7140","64.1413"
"7.2530","0.7151","63.4634"
"7.2630","0.7161","62.8386"
"7.2730","0.7171","62.7021"
"7.2830","0.7181","63.3621"
"7.2930","0.7191","63.9192"
"7.3030","0.7201","63.9978"
"7.3130","0.7210","64.2596"
"7.3230","0.7220","64.4980"
"7.3330","0.7229","64.7946"
"7.3430","0.7239","64.6850"
"7.3530","0.7249","64.4383"
"7.3630","0.7259","64.0282"
"7.3730","0.7269","64.0526"
"7.3830","0.7279","64.0608"
"7.3930","0.7289","64.0413"
"7.4030","0.7299","64.3852"
"7.4130","0.7310","65.1725"
"7.4230","0.7320","65.7546"
"7.4330","0.7330","65.8366"
"7.4430","0.7340","65.5487"
"7.4530","0.7350","65.0943"
"7.4630","0.7360","64.8757"
"7.4730","0.7370","64.8457"
"7.4830","0.7381","65.0220"
"7.4930","0.7391","65.0790"
"7.5030","0.7401","65.2375"
"7.5130","0.7411","65.7810"
"7.5230","0.7421","66.3744"
"7.5330","0.7431","66.3159"
"7.5430","0.7440","66.3063"
"7.5530","0.7450","66.4888"
"7.5630","0.7460","66.4258"
"7.5730","0.7470","65.7359"
"7.5830","0.7480","65.3070"
"7.5930","0.7490","65.6567"
"7.6030","0.7500","66.2683"
"7.6130","0.7509","66.5103"
"7.6230","0.7519","66.5893"
"7.6330","0.7529","67.1156"
"7.6430","0.7539","67.3864"
"7.6530","0.7548","67.4031"
"7.6630","0.7558","67.2429"
"7.6730","0.7568","67.1511"
"7.6830","0.7577","66.8527"
"7.6930","0.7587","66.5939"
"7.7030","0.7598","66.3940"
"7.7130","0.7609","66.6334"
"7.7230","0.7621","67.1566"
"7.7330","0.7632","67.6037"
"7.7430","0.7644","68.2056"
"7.7530","0.7655","68.7484"
"7.7630","0.7666","68.8220"
"7.7730","0.7678","68.2810"
"7.7830","0.7688","67.6921"
"7.7930","0.7699","67.3743"
"7.8030","0.7709","67.3251"
"7.8130","0.7718","67.4404"
"7.8230","0.7727","67.8665"
"7.8330","0.7735","68.3038"
"7.8430","0.7744","68.8633"
"7.8530","0.7752","69.1695"
"7.8630","0.7760","69.0529"
"7.8730","0.7768","68.7716"
"7.8830","0.7777","68.6467"
"7.8930","0.7786","68.7772"
"7.9030","0.7795","68.6794"
"7.9130","0.7805","68.5228"
"7.9230","0.7814","68.6234"
"7.9330","0.7824","68.9902"
"7.9430","0.7834","69.0801"
"7.9530","0.7844","69.0578"
"7.9630","0.7854","69.1123"
"7.9730","0.7864","69.6576"
"7.9830","0.7874","70.3522"
"7.9930","0.7884","70.4093"
"8.0030","0.7894","69.9885"
"8.0130","0.7905","69.4484"
"8.0230","0.7917","69.2912"
"8.0330","0.7928","69.3295"
"8.0430","0.7940","69.4357"
"8.0530","0.7952","69.8786"
"8.0630","0.7964","70.6968"
"8.0730","0.7976","71.1267"
"8.0830","0.7987","71.0100"
"8.0930","0.7997","70.9924"
"8.1030","0.8007","70.9969"
"8.1130","0.8017","70.6480"
"8.1230","0.8026","70.2986"
"8.1330","0.8035","70.0441"
"8.1430","0.8044","69.9968"
"8.1530","0.8053","70.3724"
"8.1630","0.8062","71.1641"
"8.1730","0.8071","71.9450"
"8.1830","0.8080","72.1939"
