Time,Displacement,Force
"1.9000","0.1804","13.5117"
"1.9100","0.1813","13.9509"
"1.9200","0.1823","14.7259"
"1.9300","0.1832","14.9678"
"1.9400","0.1842","14.6617"
"1.9500","0.1852","14.4366"
"1.9600","0.1862","14.5165"
"1.9700","0.1872","14.3098"
"1.9800","0.1883","14.2190"
"1.9900","0.1893","14.4207"
"2.0000","0.1904","14.6780"
"2.0100","0.1916","14.8445"
"2.0200","0.1927","15.3459"
"2.0300","0.1939","15.7425"
"2.0400","0.1951","15.8287"
"2.0500","0.1963","15.5996"
"2.0600","0.1974","15.3402"
"2.0700","0.1985","15.2009"
"2.0800","0.1995","14.9980"
"2.0900","0.2006","14.9112"
"2.1000","0.2016","14.9624"
"2.1100","0.2025","15.3814"
"2.1200","0.2035","15.8045"
"2.1300","0.2044","15.9859"
"2.1400","0.2053","15.6653"
"2.1500","0.2062","15.6170"
"2.1600","0.2070","16.0141"
"2.1700","0.2079","16.2114"
"2.1800","0.2087","15.9242"
"2.1900","0.2096","15.4918"
"2.2000","0.2105","15.4262"
"2.2100","0.2114","15.6741"
"2.2200","0.2123","16.2870"
"2.2300","0.2132","16.8683"
"2.2400","0.2142","17.1135"
"2.2500","0.2152","16.9090"
"2.2600","0.2162","16.5039"
"2.2700","0.2172","16.3600"
"2.2800","0.2183","16.5622"
"2.2900","0.2194","16.8854"
"2.3000","0.2205","17.1821"
"2.3100","0.2216","16.9757"
"2.3200","0.2228","16.6896"
"2.3300","0.2240","16.6511"
"2.3400","0.2251","16.9341"
"2.3500","0.2263","17.0652"
"2.3600","0.2274","17.4400"
"2.3700","0.2284","17.7673"
"2.3800","0.2294","17.6740"
"2.3900","0.2304","17.2952"
"2.4000","0.2314","17.1814"
"2.4100","0.2323","17.2358"
"2.4200","0.2333","17.1497"
"2.4300","0.2342","17.2991"
"2.4400","0.2351","17.6085"
"2.4500","0.2360","18.1632"
"2.4600","0.2370","18.1511"
"2.4700","0.2379","17.9860"
"2.4800","0.2388","17.9962"
"2.4900","0.2397","18.2437"
"2.5000","0.2407","18.2496"
"2.5100","0.2416","17.8801"
"2.5200","0.2425","17.6826"
"2.5300","0.2435","17.7669"
"2.5400","0.2444","17.8747"
"2.5500","0.2454","18.0224"
"2.5600","0.2464","18.7455"
"2.5700","0.2475","19.3497"
"2.5800","0.2486","19.3447"
"2.5900","0.2496","18.8302"
"2.6000","0.2507","18.4781"
"2.6100","0.2518","18.4981"
"2.6200","0.2529","18.6677"
"2.6300","0.2539","18.7526"
"2.6400","0.2550","18.8893"
"2.6500","0.2560","18.9606"
"2.6600","0.2570","18.9985"
"2.6700","0.2580","19.3315"
"2.6800","0.2591","19.9364"
"2.6900","0.2601","20.0132"
"2.7000","0.2611","19.5239"
"2.7100","0.2621","19.2177"
"2.7200","0.2631","19.3141"
"2.7300","0.2641","19.3592"
"2.7400","0.2651","19.1683"
"2.7500","0.2661","19.1743"
"2.7600","0.2671","19.5552"
"2.7700","0.2680","20.2198"
"2.7800","0.2690","20.6011"
"2.7900","0.2700","20.6870"
"2.8000","0.2710","20.5668"
"2.8100","0.2720","20.3722"
"2.8200","0.2730","20.1780"
"2.8300","0.2740","19.9506"
"2.8400","0.2750","19.9424"
"2.8500","0.2759","20.3445"
"2.8600","0.2769","20.4291"
"2.8700","0.2780","20.2193"
"2.8800","0.2790","20.1234"
"2.8900","0.2800","20.2572"
"2.9000","0.2810","20.6048"
"2.9100","0.2820","20.8631"
"2.9200","0.2830","21.0464"
"2.9300","0.2839","21.1787"
"2.9400","0.2849","21.0245"
"2.9500","0.2858","20.5454"
"2.9600","0.2867","20.2478"
"2.9700","0.2877","20.5621"
"2.9800","0.2886","21.1927"
"2.9900","0.2896","21.7491"
"3.0000","0.2906","21.8526"
"3.0100","0.2916","21.6768"
"3.0200","0.2926","21.6717"
"3.0300","0.2936","21.6884"
"3.0400","0.2946","21.5165"
"3.0500","0.2957","21.5027"
"3.0600","0.2967","21.6521"
"3.0700","0.2977","21.5796"
"3.0800","0.2988","21.3657"
"3.0900","0.2999","21.3587"
"3.1000","0.3010","21.7163"
"3.1100","0.3022","22.1761"
"3.1200","0.3033","22.5009"
"3.1300","0.3044","22.6356"
"3.1400","0.3054","22.5869"
"3.1500","0.3064","22.1317"
"3.1600","0.3074","21.5771"
"3.1700","0.3083","21.2769"
"3.1800","0.3092","21.7189"
"3.1900","0.3101","22.8034"
"3.2000","0.3109","23.5202"
"3.2100","0.3118","23.4829"
"3.2200","0.3127","23.2758"
"3.2300","0.3137","23.0845"
"3.2400","0.3146","22.5518"
"3.2500","0.3155","22.4772"
"3.2600","0.3165","22.7640"
"3.2700","0.3175","22.9359"
"3.2800","0.3184","22.5395"
"3.2900","0.3194","22.3837"
"3.3000","0.3204","22.8970"
"3.3100","0.3214","23.6274"
"3.3200","0.3224","24.0739"
"3.3300","0.3234","24.2955"
"3.3400","0.3245","24.0824"
"3.3500","0.3256","23.2857"
"3.3600","0.3267","22.8175"
"3.3700","0.3279","23.1365"
"3.3800","0.3290","23.7744"
"3.3900","0.3302","23.9597"
"3.4000","0.3313","23.7202"
"3.4100","0.3324","23.4251"
"3.4200","0.3335","23.6368"
"3.4300","0.3346","23.9720"
"3.4400","0.3356","24.2443"
"3.4500","0.3366","24.3738"
"3.4600","0.3375","24.7537"
"3.4700","0.3384","24.8402"
"3.4800","0.3393","24.2630"
"3.4900","0.3401","23.5696"
"3.5000","0.3410","23.6834"
"3.5100","0.3419","24.5638"
"3.5200","0.3428","24.8663"
"3.5300","0.3436","24.7575"
"3.5400","0.3445","24.9559"
"3.5500","0.3454","25.3170"
"3.5600","0.3463","25.0824"
"3.5700","0.3473","24.8794"
"3.5800","0.3482","25.1413"
"3.5900","0.3491","25.5415"
"3.6000","0.3501","25.2808"
"3.6100","0.3511","24.5741"
"3.6200","0.3520","24.3158"
"3.6300","0.3531","24.6536"
"3.6400","0.3542","25.0356"
"3.6500","0.3553","25.4625"
"3.6600","0.3564","25.9746"
"3.6700","0.3576","26.2015"
"3.6800","0.3588","26.1000"
"3.6900","0.3599","25.6359"
"3.7000","0.3611","25.3585"
"3.7100","0.3622","25.3589"
"3.7200","0.3633","25.3201"
"3.7300","0.3643","25.4876"
"3.7400","0.3654","26.0725"
"3.7500","0.3664","26.6590"
"3.7600","0.3674","26.8407"
"3.7700","0.3683","26.4629"
"3.7800","0.3693","26.2022"
"3.7900","0.3702","26.3220"
"3.8000","0.3711","26.5087"
"3.8100","0.3720","26.3402"
"3.8200","0.3729","25.9267"
"3.8300","0.3738","26.0425"
"3.8400","0.3747","26.2829"
"3.8500","0.3756","26.5035"
"3.8600","0.3765","26.6051"
"3.8700","0.3774","26.8731"
"3.8800","0.3783","27.2136"
"3.8900","0.3793","27.3974"
"3.9000","0.3803","27.1532"
"3.9100","0.3814","27.1435"
"3.9200","0.3824","27.1429"
"3.9300","0.3835","26.8409"
"3.9400","0.3846","26.8230"
"3.9500","0.3856","27.3821"
"3.9600","0.3867","27.9917"
"3.9700","0.3878","28.0259"
"3.9800","0.3889","27.8090"
"3.9900","0.3900","27.7666"
"4.0000","0.3910","27.8417"
"4.0100","0.3921","27.8254"
"4.0200","0.3931","28.0090"
"4.0300","0.3941","28.0703"
"4.0400","0.3951","27.5909"
"4.0500","0.3961","27.1092"
"4.0600","0.3970","27.2816"
"4.0700","0.3980","27.9984"
"4.0800","0.3989","28.9877"
"4.0900","0.3999","29.4108"
"4.1000","0.4008","28.6389"
"4.1100","0.4018","27.7385"
"4.1200","0.4027","27.6729"
"4.1300","0.4037","28.0377"
"4.1400","0.4046","28.2744"
"4.1500","0.4055","28.6217"
"4.1600","0.4065","29.0937"
"4.1700","0.4074","28.9258"
"4.1800","0.4084","28.1656"
"4.1900","0.4094","28.2178"
"4.2000","0.4105","29.1000"
"4.2100","0.4115","29.7851"
"4.2200","0.4126","29.6573"
"4.2300","0.4137","29.4453"
"4.2400","0.4147","29.1188"
"4.2500","0.4157","28.5303"
"4.2600","0.4168","28.4431"
"4.2700","0.4177","29.0264"
"4.2800","0.4187","30.0091"
"4.2900","0.4197","30.3524"
"4.3000","0.4207","30.0124"
"4.3100","0.4218","29.7718"
"4.3200","0.4228","29.9967"
"4.3300","0.4238","29.9727"
"4.3400","0.4248","29.8576"
"4.3500","0.4259","29.9270"
"4.3600","0.4269","29.9173"
"4.3700","0.4279","29.5126"
"4.3800","0.4290","29.1658"
"4.3900","0.4300","29.7941"
"4.3990","0.4309","30.8154"
"4.4090","0.4318","31.2643"
"4.4190","0.4329","30.9342"
"4.4290","0.4339","30.6461"
"4.4390","0.4349","30.4907"
"4.4490","0.4360","30.2646"
"4.4590","0.4370","30.1030"
"4.4690","0.4380","30.3216"
"4.4790","0.4390","30.7167"
"4.4890","0.4400","31.0914"
"4.4990","0.4410","31.2211"
"4.5090","0.4420","31.1133"
"4.5190","0.4430","31.2116"
"4.5290","0.4440","31.2903"
"4.5390","0.4450","31.2131"
"4.5490","0.4459","31.0524"
"4.5590","0.4468","31.1666"
"4.5690","0.4477","31.4497"
"4.5790","0.4487","31.3877"
"4.5890","0.4496","30.9920"
"4.5990","0.4505","31.0204"
"4.6090","0.4515","31.3806"
"4.6190","0.4524","31.5122"
"4.6290","0.4534","31.7710"
"4.6390","0.4544","32.1735"
"4.6490","0.4554","32.3674"
"4.6590","0.4564","32.1744"
"4.6690","0.4574","31.7401"
"4.6790","0.4584","31.6177"
"4.6890","0.4595","31.8034"
"4.6990","0.4605","32.0413"
"4.7090","0.4615","32.1975"
"4.7190","0.4626","32.4932"
"4.7290","0.4636","32.9777"
"4.7390","0.4647","33.0992"
"4.7490","0.4658","32.6165"
"4.7590","0.4669","32.1377"
"4.7690","0.4681","32.6779"
"4.7790","0.4692","33.2856"
"4.7890","0.4702","33.0123"
"4.7990","0.4713","32.3490"
"4.8090","0.4723","32.4176"
"4.8190","0.4732","32.8215"
"4.8290","0.4741","33.0161"
"4.8390","0.4751","33.1164"
"4.8490","0.4760","33.4346"
"4.8590","0.4769","33.6746"
"4.8690","0.4778","33.3899"
"4.8790","0.4787","33.1285"
"4.8890","0.4797","33.2979"
"4.8990","0.4806","33.7222"
"4.9090","0.4816","33.5333"
"4.9190","0.4825","33.2634"
"4.9290","0.4835","33.1764"
"4.9390","0.4844","33.5746"
"4.9490","0.4854","34.0058"
"4.9590","0.4863","34.1799"
"4.9690","0.4873","34.4446"
"4.9790","0.4884","34.5836"
"4.9890","0.4894","34.1319"
"4.9990","0.4905","33.4040"
"5.0090","0.4916","33.3710"
"5.0190","0.4928","33.9178"
"5.0290","0.4939","34.5561"
"5.0390","0.4950","34.6786"
"5.0490","0.4962","34.8166"
"5.0590","0.4974","34.8876"
"5.0690","0.4985","34.8751"
"5.0790","0.4996","34.5684"
"5.0890","0.5006","34.5434"
"5.0990","0.5016","34.8330"
"5.1090","0.5025","35.0071"
"5.1190","0.5034","34.8032"
"5.1290","0.5042","34.4301"
"5.1390","0.5051","34.4518"
"5.1490","0.5059","34.8568"
"5.1590","0.5068","35.2658"
"5.1690","0.5076","35.3941"
"5.1790","0.5085","35.4789"
"5.1890","0.5094","35.6296"
"5.1990","0.5103","35.8126"
"5.2090","0.5112","35.6272"
"5.2190","0.5121","35.3999"
"5.2290","0.5131","35.4927"
"5.2390","0.5140","35.7043"
"5.2490","0.5150","35.4581"
"5.2590","0.5160","35.3404"
"5.2690","0.5170","35.6601"
"5.2790","0.5181","36.2633"
"5.2890","0.5191","36.7893"
"5.2990","0.5202","36.6274"
"5.3090","0.5214","36.1768"
"5.3190","0.5225","35.9512"
"5.3290","0.5237","35.9657"
"5.3390","0.5248","35.7063"
"5.3490","0.5259","35.6259"
"5.3590","0.5269","36.1672"
"5.3690","0.5280","36.7192"
"5.3790","0.5290","36.7032"
"5.3890","0.5300","36.5764"
"5.3990","0.5310","37.0220"
"5.4090","0.5320","37.4791"
"5.4190","0.5330","37.2241"
"5.4290","0.5340","36.8814"
"5.4390","0.5350","36.5319"
"5.4490","0.5360","36.2106"
"5.4590","0.5370","36.3990"
"5.4690","0.5379","37.2783"
"5.4790","0.5388","38.0173"
"5.4890","0.5397","38.0782"
"5.4990","0.5406","37.5791"
"5.5090","0.5415","37.0913"
"5.5190","0.5424","37.1630"
"5.5290","0.5434","37.4063"
"5.5390","0.5444","37.7315"
"5.5490","0.5454","37.7948"
"5.5590","0.5464","37.9828"
"5.5690","0.5475","38.0343"
"5.5790","0.5486","37.7898"
"5.5890","0.5497","37.6301"
"5.5990","0.5508","37.8594"
"5.6090","0.5519","38.4040"
"5.6190","0.5529","38.5057"
"5.6290","0.5540","38.2789"
"5.6390","0.5550","38.1491"
"5.6490","0.5561","38.0851"
"5.6590","0.5571","38.0127"
"5.6690","0.5581","38.4306"
"5.6790","0.5591","38.8323"
"5.6890","0.5600","39.0181"
"5.6990","0.5610","39.0435"
"5.7090","0.5620","39.0978"
"5.7190","0.5629","39.1549"
"5.7290","0.5639","38.7747"
"5.7390","0.5648","38.4457"
"5.7490","0.5658","38.4639"
"5.7590","0.5667","38.8027"
"5.7690","0.5677","38.9493"
"5.7790","0.5686","38.9032"
"5.7890","0.5696","38.9818"
"5.7990","0.5705","39.4732"
"5.8090","0.5715","39.8989"
"5.8190","0.5724","39.7738"
"5.8290","0.5734","39.6496"
"5.8390","0.5745","39.8640"
"5.8490","0.5755","39.9515"
"5.8590","0.5766","39.6807"
"5.8690","0.5776","39.3737"
"5.8790","0.5787","39.1862"
"5.8890","0.5797","39.2240"
"5.8990","0.5807","39.7051"
"5.9090","0.5817","40.3404"
"5.9190","0.5827","40.5763"
"5.9290","0.5836","40.5863"
"5.9390","0.5846","40.6809"
"5.9490","0.5856","40.7834"
"5.9590","0.5866","40.4600"
"5.9690","0.5876","40.2089"
"5.9790","0.5886","40.3794"
"5.9890","0.5897","40.5232"
"5.9990","0.5907","40.3926"
"6.0090","0.5917","40.5740"
"6.0190","0.5927","41.0180"
"6.0290","0.5938","41.2716"
"6.0390","0.5948","41.3376"
"6.0490","0.5958","41.4408"
"6.0590","0.5968","41.4872"
"6.0690","0.5979","41.2825"
"6.0790","0.5989","40.9781"
"6.0890","0.6000","40.5239"
"6.0990","0.6012","40.5302"
"6.1090","0.6023","40.9940"
"6.1190","0.6034","41.6975"
"6.1290","0.6045","41.8321"
"6.1390","0.6055","41.6706"
"6.1490","0.6064","41.9425"
"6.1590","0.6074","42.2454"
"6.1690","0.6083","42.0267"
"6.1790","0.6092","41.7706"
"6.1890","0.6101","41.6468"
"6.1990","0.6110","41.5217"
"6.2090","0.6119","41.7467"
"6.2190","0.6128","42.2540"
"6.2290","0.6137","42.7144"
"6.2390","0.6146","42.7263"
"6.2490","0.6155","42.5115"
"6.2590","0.6165","42.2686"
"6.2690","0.6174","42.2066"
"6.2790","0.6183","42.3722"
"6.2890","0.6192","42.6409"
"6.2990","0.6202","42.8363"
"6.3090","0.6212","42.7881"
"6.3190","0.6222","42.3977"
"6.3290","0.6232","42.1014"
"6.3390","0.6243","42.4712"
"6.3490","0.6253","43.2293"
"6.3590","0.6264","43.9612"
"6.3690","0.6275","43.8921"
"6.3790","0.6287","43.5882"
"6.3890","0.6299","43.1092"
"6.3990","0.6310","42.8416"
"6.4090","0.6322","43.0421"
"6.4190","0.6333","43.4586"
"6.4290","0.6344","43.6034"
"6.4390","0.6354","43.6491"
"6.4490","0.6364","43.7838"
"6.4590","0.6374","43.6855"
"6.4690","0.6383","43.8144"
"6.4790","0.6392","44.0674"
"6.4890","0.6401","44.4633"
"6.4990","0.6410","44.7366"
"6.5090","0.6419","44.4440"
"6.5190","0.6428","43.7860"
"6.5290","0.6437","43.1163"
"6.5390","0.6446","43.1241"
"6.5490","0.6455","43.9617"
"6.5590","0.6464","44.9674"
"6.5690","0.6473","45.2909"
"6.5790","0.6482","45.0316"
"6.5890","0.6492","44.7567"
"6.5990","0.6501","44.7508"
"6.6090","0.6511","44.6136"
"6.6190","0.6521","44.3787"
"6.6290","0.6532","44.4608"
"6.6390","0.6543","44.7850"
"6.6490","0.6554","44.8793"
"6.6590","0.6565","44.9687"
"6.6690","0.6577","45.3281"
"6.6790","0.6589","45.8436"
"6.6890","0.6600","45.7201"
"6.6990","0.6612","45.4176"
"6.7090","0.6623","45.3754"
"6.7190","0.6634","45.5638"
"6.7290","0.6644","45.6351"
"6.7390","0.6654","45.3103"
"6.7490","0.6663","45.2781"
"6.7590","0.6673","45.7254"
"6.7690","0.6682","46.2535"
"6.7790","0.6691","46.4208"
"6.7890","0.6700","46.5389"
"6.7990","0.6709","46.4401"
"6.8090","0.6718","46.3754"
"6.8190","0.6726","46.1567"
"6.8290","0.6735","45.8971"
"6.8390","0.6744","45.7477"
"6.8490","0.6753","45.7715"
"6.8590","0.6762","45.9813"
"6.8690","0.6772","46.3749"
"6.8790","0.6781","46.7454"
"6.8890","0.6790","46.8371"
"6.8990","0.6800","46.7158"
"6.9090","0.6810","46.7957"
"6.9190","0.6821","47.0637"
"6.9290","0.6831","47.2501"
"6.9390","0.6843","47.2112"
"6.9490","0.6854","46.9102"
"6.9590","0.6865","46.6356"
"6.9690","0.6875","46.4854"
"6.9790","0.6886","47.0131"
"6.9890","0.6897","47.6972"
"6.9990","0.6907","48.0326"
"7.0090","0.6918","47.7873"
"7.0190","0.6928","47.4473"
"7.0290","0.6939","47.1750"
"7.0390","0.6949","47.3448"
"7.0490","0.6960","47.9229"
"7.0590","0.6970","48.0622"
"7.0690","0.6980","47.7371"
"7.0790","0.6990","47.4074"
"7.0890","0.7000","47.4198"
"7.0990","0.7010","47.6650"
"7.1090","0.7019","48.1846"
"7.1190","0.7029","48.6435"
"7.1290","0.7038","48.8139"
"7.1390","0.7047","48.5949"
"7.1490","0.7056","48.3467"
"7.1590","0.7066","48.4696"
"7.1690","0.7075","48.2394"
"7.1790","0.7085","48.0973"
"7.1890","0.7095","48.2318"
"7.1990","0.7105","48.7479"
"7.2090","0.7115","49.1774"
"7.2190","0.7126","49.3128"
"7.2290","0.7136","49.1998"
"7.2390","0.7147","49.2733"
"7.2490","0.7158","49.4104"
"7.2590","0.7169","49.0323"
"7.2690","0.7179","48.5776"
"7.2790","0.7189","48.5415"
"7.2890","0.7199","48.8714"
"7.2990","0.7208","49.0061"
"7.3090","0.7217","49.4280"
"7.3190","0.7227","50.0961"
"7.3290","0.7236","50.4015"
"7.3390","0.7246","50.2346"
"7.3490","0.7255","49.8604"
"7.3590","0.7265","49.6601"
"7.3690","0.7275","49.4653"
"7.3790","0.7286","49.5832"
"7.3890","0.7296","49.8822"
"7.3990","0.7306","49.7586"
"7.4090","0.7317","49.4132"
"7.4190","0.7327","49.9432"
"7.4290","0.7337","50.8009"
"7.4390","0.7347","50.8953"
"7.4490","0.7357","50.6503"
"7.4590","0.7367","50.4756"
"7.4690","0.7378","50.4472"
"7.4790","0.7388","50.2117"
"7.4890","0.7398","50.0182"
"7.4990","0.7408","50.3591"
"7.5090","0.7418","50.8803"
"7.5190","0.7427","51.2390"
"7.5290","0.7437","51.3376"
"7.5390","0.7447","51.3506"
"7.5490","0.7457","51.2563"
"7.5590","0.7467","51.2870"
"7.5690","0.7477","51.1009"
"7.5790","0.7487","51.0439"
"7.5890","0.7497","51.2297"
"7.5990","0.7506","51.3272"
"7.6090","0.7516","51.1404"
"7.6190","0.7526","51.1976"
"7.6290","0.7536","51.6667"
"7.6390","0.7546","51.8351"
"7.6490","0.7555","51.8351"
"7.6590","0.7565","51.9250"
"7.6690","0.7575","52.3816"
"7.6790","0.7585","52.3431"
"7.6890","0.7596","52.0494"
"7.6990","0.7606","52.0496"
"7.7090","0.7617","52.1875"
"7.7190","0.7629","51.8388"
"7.7290","0.7640","51.7866"
"7.7390","0.7651","52.4276"
"7.7490","0.7662","53.0871"
"7.7590","0.7674","53.2209"
"7.7690","0.7684","52.8571"
"7.7790","0.7695","52.3476"
"7.7890","0.7705","52.2618"
"7.7990","0.7715","52.6620"
"7.8090","0.7724","52.8253"
"7.8190","0.7733","52.8795"
"7.8290","0.7741","52.6922"
"7.8390","0.7750","52.4576"
"7.8490","0.7758","52.4030"
"7.8590","0.7767","52.9967"
"7.8690","0.7775","53.7463"
"7.8790","0.7784","54.0501"
"7.8890","0.7793","53.9200"
"7.8990","0.7802","53.7920"
"7.9090","0.7812","53.4627"
"7.9190","0.7821","52.9226"
"7.9290","0.7831","53.0656"
"7.9390","0.7841","53.7741"
"7.9490","0.7851","54.0707"
"7.9590","0.7860","53.7685"
"7.9690","0.7870","53.5211"
"7.9790","0.7880","53.6044"
"7.9890","0.7891","53.8931"
"7.9990","0.7901","54.3553"
"8.0090","0.7912","54.8560"
"8.0190","0.7924","54.8410"
"8.0290","0.7936","54.4493"
"8.0390","0.7948","53.8663"
"8.0490","0.7960","53.5806"
"8.0590","0.7972","53.8987"
"8.0690","0.7983","54.8673"
"8.0790","0.7994","55.7473"
"8.0890","0.8005","55.5904"
"8.0990","0.8015","54.7752"
"8.1090","0.8025","54.2786"
"8.1190","0.8034","54.5111"
"8.1290","0.8043","54.9197"
"8.1390","0.8052","55.3660"
"8.1490","0.8060","55.3029"
"8.1590","0.8069","54.9912"
"8.1690","0.8078","54.8239"
"8.1790","0.8086","55.0844"
"8.1890","0.8095","55.5162"
"8.1990","0.8104","55.7840"
