x y0 y1 y2 y3 y4 y5 y6 y7 y8 y9 y10 y11 y12 y13 y14 y15 y16 y17 y18 y19 y20 y21 y22 y23 y24 y25 y26 y27 y28 y29 y30 y31 y32 y33 y34 y35 y36 y37 y38 y39 y40 y41 y42 y43 y44 y45 y46 y47 y48 y49
-1.0 9.724376220334834 8.016161929018509 11.299449634161824 11.325883203710612 7.57900706513268 6.864071198285517 9.199734940216645 7.870840980900675 9.340229680518572 8.246767613035143 8.311069815928672 8.823919448867773 9.369717263885132 9.064203684464653 8.726630524094332 8.256497844784569 4.010757222258279 12.551328790584076 6.98233074757154 10.166103206891826 6.515837690945339 7.20226115084009 6.528127748854137 8.995618116983774 7.0629847907903205 6.398468107578063 8.071704910242296 7.810510109160958 6.200998570844868 8.168701193424784 9.748537335943247 7.5529264442369985 8.554235805344856 6.230395620619921 9.30321199491583 6.2611745834508925 7.363356460348007 9.884700227560414 8.747971018440154 8.684727299541487 8.44584681816163 9.648277198335148 8.702736703922124 6.295488190683353 7.794998282340762 8.831795149699044 9.64863597056279 9.77043653784676 9.484381884693205 5.918602155227285
-0.9591836734693877 8.612205787881182 7.04416071893888 10.030010927113768 10.063402053547923 6.634480283485823 5.995154510395877 8.092093817105757 6.861419829811961 8.229096447315202 7.25693263192095 7.316687642372385 7.749202953739405 8.339171328508266 7.982925822995223 7.689321478825373 7.248897088817072 3.4298538790132853 11.106812692192657 6.117101491914262 9.066058796500313 5.692512162105434 6.335334331215441 5.669232601206268 7.901799973183202 6.1658069390161385 5.611354200339092 7.067719466244667 6.858879478267633 5.439742610488677 7.180006338382487 8.627185854955608 6.601840048449306 7.5293365315120315 5.454156009938238 8.2243212259605 5.480647822176448 6.4560763573060225 8.713183930091008 7.734863539538541 7.638612755221924 7.433726606644877 8.560863563408034 7.669289627183645 5.483349906254076 6.8471626864653885 7.790612951883371 8.536493584283825 8.64378965636731 8.441172377317383 5.152228041501938
-0.9183673469387755 7.592336452648619 6.162092959701504 8.86459457205586 8.903973914451642 5.780402963320084 5.213304435030427 7.083265825851465 5.954277490179395 7.2160887870630965 6.357222020257734 6.413164343398127 6.7737172450177585 7.394340246423668 6.997373988258854 6.743943435501615 6.334572603303968 2.9212100049763943 9.78177617991339 5.334988389420851 8.057872698322953 4.951158393049283 5.547973855858238 4.903613149860504 6.907590685700697 5.355155257705838 4.899767022453947 6.160255365619861 5.997138999450862 4.751083465064488 6.282003878461589 7.59933840943218 5.741263205786925 6.597131456637324 4.757986889337442 7.238183979540759 4.777038159945877 5.6353861672700365 7.64473012197446 6.809043436385014 6.68813597489456 6.514057832018173 7.567208203106358 6.727598567121764 4.751008072588159 5.988105675159245 6.84136759123089 7.521519886456119 7.613931707912067 7.483428973178408 4.466274441710839
-0.8775510204081632 6.659613622476456 5.363935639006333 7.797250927067192 7.841440881066903 5.0105635329685745 4.5121355693566105 6.167250462387778 5.141925046123715 6.2950375927798135 5.541635095174612 5.594394471726375 5.890851593109894 6.529508122579502 6.101481160430355 5.8846868319276755 5.507285420871876 2.476242514346331 8.570283300505896 4.629494473105273 7.1355506151699775 4.285096515220922 4.83455439450929 4.222955769052253 6.006722939374553 4.625136308037555 4.257791176977043 5.342620003160487 5.218959333163029 4.129373261038821 5.4688555608757925 6.659582077788504 4.96503958055893 5.751428250710535 4.135105423717092 6.338923904166406 4.143909926365394 4.895156083426327 6.6732139561911366 5.9650817486777585 5.827013990199033 5.6808191158565196 6.661076973040809 5.871777949070697 4.092344625988445 5.211619742039581 5.978230653552234 6.597363038103505 6.674934134373995 6.605845490861755 3.8541905204751683
-0.8367346938775511 5.8091161344859685 4.643911214669545 6.8223218401167705 6.8699257633864 4.318951055142612 3.8854706538001698 5.338222009730891 4.417002420675511 5.459895536390959 4.80444460293204 4.854543214186066 5.094258984677882 5.739327541765465 5.289460618634314 5.105988689798096 4.76103897981202 2.0870246541839927 7.466515611665249 3.9944296615851296 6.2933284155589195 3.6879832081660067 4.189794263320175 3.6191494331273404 5.193110368098292 3.9700821040494216 3.679903937140841 4.6082532499124 4.518284367040759 3.569337560803082 4.734981229728016 5.802800850931247 4.267229909899839 4.9863353853382755 3.579080099027022 5.520975288063948 3.5753271491387326 4.229509793585858 5.79271804409638 5.197827589062841 5.049181118861458 4.928231080613243 5.836494201546819 5.096195970919728 3.5016518520295374 4.511779179087776 5.1956484402573855 5.757922852616904 5.821121247232638 5.803431765675912 3.3097049712838107
-0.7959183673469388 5.036137435594304 3.9964877526102325 5.934431993560178 5.983843559949373 3.699762155335548 3.3273460786913622 4.590533505451045 3.772329027355697 4.704728732185857 4.140193494067101 4.188047313520312 4.377861547849293 5.018809351566211 4.555802848582349 4.402533231914628 4.090087103721994 1.7464991426145935 6.464753305551173 3.4239654463542983 5.525657219256563 3.1538674612786095 3.608741591251279 3.084503699004191 4.460859166975606 3.3845548799247207 3.16097038539246 3.9507805504922495 3.8893365081206865 3.0660741291662714 4.075041514345466 5.024149503445109 3.642116443700834 4.296262348196431 3.0838656408283973 4.779076973523119 3.0658331266463184 3.6328286407394312 4.997525159310453 4.502394383480494 4.3488087334491405 4.250749926328649 5.087728752385288 4.395474049235901 2.9736189325726983 3.8829452687764854 4.488332392156349 4.997365810483261 5.0470710428592 5.07150236357539 2.82684203183076
-0.7551020408163265 4.336164083857573 3.4163796698820317 5.1284759243733 5.177914770428044 3.1474139637381455 2.8320249433296105 3.918724921047094 3.200968124231439 4.023739684219914 3.5436918405705873 3.5896138250659675 3.735855180519802 4.3633116986700475 3.8952680477268338 3.769249377321639 3.4889401502958868 1.4485360964750646 5.559365759678164 2.9126877629539343 4.827197309263951 2.6772410125867436 3.0867585712939403 2.6119092059216866 3.8042828919913227 2.863349896168839 2.696232678099939 3.3640710732497436 3.3266211488636466 2.615037376534473 3.483914811849882 4.31903321229458 3.0842102115652197 3.6759162181396188 2.643827020782103 4.10826582236438 2.610424838207604 3.0997583047289017 4.282112657983698 3.874146248896225 3.720323168019267 3.6430626065560534 4.409275199345565 3.764486478802341 2.50329896524339 3.319768966963421 3.8512498869805087 4.310142925290521 4.347613897345449 4.4056615425929015 2.3999410130875165
-0.7142857142857143 3.704857890777329 2.898549008757616 4.399601707930894 4.447173747821174 2.6565625934970556 2.39401947909168 3.3175352376961285 2.6962983112560095 3.4113294472066866 3.0100121777204287 3.0542205203217523 3.162713312098931 3.768526553230039 3.302881127210246 3.201308367968966 2.9523724301430394 1.187887647742436 4.744802048840553 2.455635653702067 4.19280153811937 2.2530685765637863 2.6195010132325964 2.1949261862635456 3.21791778100533 2.40149877271653 2.281293020373338 2.8422926754813505 2.8249306769586444 2.2120329657089486 2.9566796742461996 3.683078852790352 2.5882648601535996 3.120294770253286 2.2537529151096023 3.5038657240829796 2.204523780587157 2.625216894348716 3.6411480118937627 3.3086830368200233 3.158421597034921 3.100081736291263 3.7958207772368264 3.1983605497376333 2.0860604264361835 2.81719118166056 3.2796104448609293 3.691009805660953 3.7178264013989524 3.801784458819116 2.023678109865503
-0.6734693877551021 3.1380402184552856 2.438207157829093 3.743190489424619 3.7869700288862 2.2221264446022206 2.0081199349490304 2.781916039726039 2.252084128352933 2.8622019746213905 2.534486396488011 2.5771139566199293 2.6531898593857157 3.230465809283465 2.773921184243393 2.6941215898272235 2.4754276207428885 0.960094938901719 4.0155842240166395 2.048322208903687 3.617495404769433 1.8767918619221826 2.2028981113269843 1.8278103170575104 2.696538170030077 1.99426631369305 1.9120959528716122 2.379956211005395 2.3793470222830972 1.8531942765568463 2.48859359260658 3.112107818711991 2.1492924466524292 2.624676971338578 1.9088580800481871 2.961474559796997 1.84394615189845 2.204403979535935 3.0694860088246347 2.8018265006689154 2.6580827112976335 2.6169460873615256 3.2421914188802763 2.692477200158473 1.7175397907889685 2.3704416481633213 2.768855587720103 3.1350440957828356 3.1530293110323497 3.2559988222586274 1.6930887156990624
-0.6326530612244898 2.6316720694108344 2.0308169163317613 3.154833790932362 3.192964447091377 1.8393083707544025 1.6694270326771268 2.307044617741626 1.8625333464679437 2.371498465866627 2.1126996424211706 2.1538073580750545 2.2023212381368027 2.745444989928444 2.303912726637459 2.243333497618551 2.0534234713958583 0.761390118284815 3.3663080928310194 1.6867308674404475 3.096444284222412 1.5443055716545635 1.8331322213465757 1.5054856353119475 2.235169651617121 1.6371439627056514 1.5849075803874464 1.9719445289714883 1.985243773659837 1.5349664329218133 2.0750813199774085 2.6021100144466867 1.762585999954162 2.184612051398503 1.6047734430328213 2.4769487790847307 1.5248725518157018 1.83280804980894 2.5621698033774742 2.349602813191231 2.214570601394173 2.189019701557313 2.7432584479970146 2.2424713013071136 1.3936140425885244 1.9750358347893564 2.3146464202194297 2.6376571963270337 2.6487836163583633 2.7646628708953864 1.4035875201582602
