x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39 x40 x41 x42 x43 x44 x45 x46 x47 x48 x49 x50 x51 x52 x53 x54 x55 x56 x57 x58 x59 x60 x61 x62 x63 x64 x65 x66 x67 x68 x69 x70 x71 x72 x73 x74 x75 x76 x77 x78 x79 x80 x81 x82 x83 x84 x85 x86 x87 x88 x89 x90 x91 x92 x93 x94 x95 x96 x97 x98 x99 x2FFNN x1FFNN y0 y1 y2 y3 y4 y5 y6 y7 y8 y9 y10 y11 y12 y13 y14 y15 y16 y17 y18 y19 y20 y21 y22 y23 y24 y25 y26 y27 y28 y29 y30 y31 y32 y33 y34 y35 y36 y37 y38 y39 y40 y41 y42 y43 y44 y45 y46 y47 y48 y49 y50 y51 y52 y53 y54 y55 y56 y57 y58 y59 y60 y61 y62 y63 y64 y65 y66 y67 y68 y69 y70 y71 y72 y73 y74 y75 y76 y77 y78 y79 y80 y81 y82 y83 y84 y85 y86 y87 y88 y89 y90 y91 y92 y93 y94 y95 y96 y97 y98 y99 y2FFNN y1FFNN
0.0 1.0 2.0 3.0 4.0 5.0 6.0 7.0 8.0 9.0 10.0 11.0 12.0 13.0 14.0 15.0 16.0 17.0 18.0 19.0 20.0 21.0 22.0 23.0 24.0 25.0 26.0 27.0 28.0 29.0 30.0 31.0 32.0 33.0 34.0 35.0 36.0 37.0 38.0 39.0 40.0 41.0 42.0 43.0 44.0 45.0 46.0 47.0 48.0 49.0 50.0 51.0 52.0 53.0 54.0 55.0 56.0 57.0 58.0 59.0 60.0 61.0 62.0 63.0 64.0 65.0 66.0 67.0 68.0 69.0 70.0 71.0 72.0 73.0 74.0 75.0 76.0 77.0 78.0 79.0 80.0 81.0 82.0 83.0 84.0 85.0 86.0 87.0 88.0 89.0 90.0 91.0 92.0 93.0 94.0 95.0 96.0 97.0 98.0 99.0 102.0 101.0 25.23143966483447 14.91563871032826 5.731017997557782 110.64825713434217 26.401935235211507 345.19452194865823 271.38757565063105 185.45717790162854 72.4415187555321 50.96468512152937 96.74666547239362 93.37915783345133 378.5360666427621 4.504616608504689 244.62629757139453 0.6534756277563327 425.8201347418667 87.99776286823082 106.95188551737402 78.39437444543253 516.4635948049611 470.13874322722245 0.31764093327373555 32.21272486722128 27.715072628234637 493.2235360596546 666.6242997893023 57.46968967283451 3.880447092857537 41.33209127167974 95.44508163274116 1.0474630275271148 235.49423524757447 206.4801663872042 8.580500704592163 29.221864051037954 11.413698609555697 31.17098384644011 919.8595669491822 45.410576771178455 65.24896579933117 59.36583979080374 708.5979518576014 68.64851812261698 51.91290376757741 13.415184428955513 611.8643161392115 27.826756457753753 68.56405870149688 75.22651711126171 202.66530320486322 24.411914148679465 638.8190551613583 237.15190254252576 66.05887205363712 43.28399198590628 2.3094609317021404 199.56788508571157 64.01322962209778 6.367643428331494 13.491075134639424 529.226274781219 133.8042190997094 265.6838922381884 -0.11100089649859479 101.81442124205125 23.99311005006821 53.83748494268781 23.02521959164135 5.899277105388102 74.83636679086953 481.7484825185818 146.97056975341906 205.70020343899725 37.53062963909683 2246.9092488881997 354.96997559814236 73.7017755313186 0.024832624197704378 162.82996112176082 10.723492179818084 402.18567875538173 230.07121632066222 151.0343181067198 2.8430518029144127 90.36583611921154 288.04312524661566 14.609281489543141 20.651378571210966 84.43443497756594 9.443845848668587 11.192903459251752 142.10222064642343 25.838000996789972 306.0905037219643 695.6472853070717 803.9576275959025 112.74257809444302 30.165092423285312 2.8049952719808022 -20.715882336969443 -49.98244829253202
0.0 1.0 2.0 3.0 4.0 5.0 6.0 7.0 8.0 9.0 10.0 11.0 12.0 13.0 14.0 15.0 16.0 17.0 18.0 19.0 20.0 21.0 22.0 23.0 24.0 25.0 26.0 27.0 28.0 29.0 30.0 31.0 32.0 33.0 34.0 35.0 36.0 37.0 38.0 39.0 40.0 41.0 42.0 43.0 44.0 45.0 46.0 47.0 48.0 49.0 50.0 51.0 52.0 53.0 54.0 55.0 56.0 57.0 58.0 59.0 60.0 61.0 62.0 63.0 64.0 65.0 66.0 67.0 68.0 69.0 70.0 71.0 72.0 73.0 74.0 75.0 76.0 77.0 78.0 79.0 80.0 81.0 82.0 83.0 84.0 85.0 86.0 87.0 88.0 89.0 90.0 91.0 92.0 93.0 94.0 95.0 96.0 97.0 98.0 99.0 102.0 101.0 141.70157185117733 20.649791192708424 246.64805470210848 690.1676573570297 -0.5447782725820688 5.009317169813475 26.230531628451125 169.22423842625363 55.67646490258245 221.24094545320904 323.5338590683652 21.64062612307616 101.201802966565 3.099564700457008 62.09326738633568 55.051531032984414 108.31820864806846 39.29575605670969 36.600281982462896 84.14366417327929 10.137998885643881 1.3407045812259493 43.91637540619745 70.68908497372297 165.04112329403563 14.061624907243512 48.12554682173783 144.72181467337538 46.48762349268378 69.5663427846885 238.52119664692006 402.48643288398443 13.946496977692831 10.254327983444025 193.72308575257784 7.48453935859591 6.5563722432858444 229.26123319773794 22.345020856138966 391.9664104002377 12.523311690267086 231.97577627621445 12.481921060921293 18.2649673331404 14.52774723592649 105.33452930162514 140.2056033272935 5.64445660494721 57.19897231459062 83.74257268944896 160.23340992737383 169.2794846028982 137.1442937408186 43.976195098230946 157.31778434459366 309.79762503225624 259.67289557388494 34.74418004738306 72.50970568341732 39.89740298465115 6.325101841295233 70.14311056625543 377.91053891055043 140.0215435915919 84.5925883112431 36.016929300796235 22.006777123140388 120.98108718036389 189.73147817075002 6.930714753082432 34.37452685408461 1.3777388513203375 60.169427805908754 771.3678775171071 347.86486363786554 412.388049832927 639.4804103783495 282.7529166953106 66.69936787755618 202.3961279857378 61.86531721083679 55.02107304994559 127.80855417536368 59.98937435153221 192.9306275460575 57.17506216076064 949.7925032584101 169.4656114790135 72.6285179315909 9.440703976899472 12.586484780660108 111.52626202243569 68.50800124014253 23.879610134474998 5.7691875220958195 414.1864162046311 14.233904202162224 7.771998416904644 137.61485399254653 37.35022290401489 149.01138774680317 -17.63502874084997
0.0 1.0 2.0 3.0 4.0 5.0 6.0 7.0 8.0 9.0 10.0 11.0 12.0 13.0 14.0 15.0 16.0 17.0 18.0 19.0 20.0 21.0 22.0 23.0 24.0 25.0 26.0 27.0 28.0 29.0 30.0 31.0 32.0 33.0 34.0 35.0 36.0 37.0 38.0 39.0 40.0 41.0 42.0 43.0 44.0 45.0 46.0 47.0 48.0 49.0 50.0 51.0 52.0 53.0 54.0 55.0 56.0 57.0 58.0 59.0 60.0 61.0 62.0 63.0 64.0 65.0 66.0 67.0 68.0 69.0 70.0 71.0 72.0 73.0 74.0 75.0 76.0 77.0 78.0 79.0 80.0 81.0 82.0 83.0 84.0 85.0 86.0 87.0 88.0 89.0 90.0 91.0 92.0 93.0 94.0 95.0 96.0 97.0 98.0 99.0 102.0 101.0 29.482449966260404 6.435457150190599 36.19186707546558 214.38862074135426 55.200080100798914 843.3321001650168 28.30849455383943 269.2604382908148 19.72741574106804 85.14787661630614 18.071883603042256 46.947743969820166 82.63402170612333 0.10864962051317417 204.63000006735626 128.58384197041207 217.997490639656 7.8121951328467905 181.27101354518817 161.87958589621937 176.26442994777148 34.20671413043473 209.8009862162752 156.43181142412635 12.170605922174785 23.826125044084836 333.0641830460357 50.866857913623754 109.52271086998226 513.634830082574 76.03326005745802 74.84264154410886 2.3254563763123164 523.6008809006263 101.73076528760318 47.30330363976227 174.24393615413103 52.27639522161722 194.24042996213709 7.943845959587428 43.56313299168755 255.9549437412555 191.44097758128808 492.81656103908125 166.91343555667356 93.1844693506284 34.22151852220106 114.78239138941201 249.67935595254625 26.47032000773109 17.403971464859378 270.20960495918183 17.73836193913187 65.66482286184987 7.165613213076525 9.28812942772323 534.2388841243537 167.45295048340293 168.59607617106448 61.75129749957368 1.9581813521198708 357.82554224842784 105.09426141945812 301.9551924137631 62.004965304100836 56.18164078791905 272.53004196727875 143.25806065627827 38.35188386634978 32.40848003959861 92.25989082164388 4.533613369147398 141.60913843779804 190.29616811675385 189.95411092624585 163.41677947488336 267.01854489233756 207.75580988411383 96.76221890605703 459.5660991841617 108.32026121184626 196.62879363356512 7.573945572177108 113.50095625253888 75.12340146649835 1.139862006232959 18.942830674131173 1389.2042635962555 29.244142233692127 179.2678783234013 32.88034959794544 0.11233475962612412 178.430425646298 122.71125762385165 210.56926251067844 257.9569535275917 824.819492875457 1106.8505397594179 198.25970522442066 45.133442825557275 82.64722969364773 16.954988563547662
0.0 1.0 2.0 3.0 4.0 5.0 6.0 7.0 8.0 9.0 10.0 11.0 12.0 13.0 14.0 15.0 16.0 17.0 18.0 19.0 20.0 21.0 22.0 23.0 24.0 25.0 26.0 27.0 28.0 29.0 30.0 31.0 32.0 33.0 34.0 35.0 36.0 37.0 38.0 39.0 40.0 41.0 42.0 43.0 44.0 45.0 46.0 47.0 48.0 49.0 50.0 51.0 52.0 53.0 54.0 55.0 56.0 57.0 58.0 59.0 60.0 61.0 62.0 63.0 64.0 65.0 66.0 67.0 68.0 69.0 70.0 71.0 72.0 73.0 74.0 75.0 76.0 77.0 78.0 79.0 80.0 81.0 82.0 83.0 84.0 85.0 86.0 87.0 88.0 89.0 90.0 91.0 92.0 93.0 94.0 95.0 96.0 97.0 98.0 99.0 102.0 101.0 189.56242267330265 5.153752483112246 211.7202212984371 238.8867972187702 103.08701993857018 351.00539579657965 16.261603635514806 31.670394210829805 133.04741074568653 27.378707161768094 -0.43028043304784114 301.0252387911044 182.21470371426534 0.23062387211031066 107.18522162592812 17.8197391708227 196.63129559807783 92.79765652398768 191.26198048707812 63.564296112660564 304.86175029853666 2.5420235223978302 403.0955084708808 898.1363001638815 0.857209922801843 197.70938405372877 46.63525277671253 152.9237052272441 368.1318324384072 263.3467868918209 545.8177060549474 47.28840745011773 238.30027084230176 25.280951328350007 47.12302594832484 188.89293188672002 130.28358989931692 5.986275349162469 1402.5328808347058 91.54720680018556 249.300232729104 12.417416742069864 6.214139824677115 63.89717606341483 97.74731717756077 74.37500766705321 94.96255101863571 15.533912048193201 29.309753747111735 77.30246812717188 115.8553653515433 24.283579206889343 100.6293694961049 118.476160393698 87.58699671157243 322.078551580766 1034.0872433698482 130.20892834422054 33.64433328902825 143.57172504309318 9.79587835049709 41.42846673602335 25.12960173651701 150.72373160199993 56.94178517968558 121.98710636717777 244.7943166059227 17.02494469259502 62.27155605841989 65.46709772730279 39.58104759825182 469.1513893847075 21.954987989795637 0.6631259397045459 135.74349257639884 656.5849592189699 43.80291331544955 116.6033088238016 177.34927804205222 14.33612193560704 79.3742548421115 56.91964501289394 15.427532664460667 275.85951473859535 10.779661905466815 174.66076465422003 76.92400277024414 49.615380634560815 80.70518690677268 176.3799965334743 145.39911326973606 58.07272063761336 48.384055915542945 255.16821402100808 14.984230842031733 55.32686327716512 31.89523702884918 81.47562872942953 33.213622702183464 247.75063688087545 11.275519351506269 9.805373002781328
0.0 1.0 2.0 3.0 4.0 5.0 6.0 7.0 8.0 9.0 10.0 11.0 12.0 13.0 14.0 15.0 16.0 17.0 18.0 19.0 20.0 21.0 22.0 23.0 24.0 25.0 26.0 27.0 28.0 29.0 30.0 31.0 32.0 33.0 34.0 35.0 36.0 37.0 38.0 39.0 40.0 41.0 42.0 43.0 44.0 45.0 46.0 47.0 48.0 49.0 50.0 51.0 52.0 53.0 54.0 55.0 56.0 57.0 58.0 59.0 60.0 61.0 62.0 63.0 64.0 65.0 66.0 67.0 68.0 69.0 70.0 71.0 72.0 73.0 74.0 75.0 76.0 77.0 78.0 79.0 80.0 81.0 82.0 83.0 84.0 85.0 86.0 87.0 88.0 89.0 90.0 91.0 92.0 93.0 94.0 95.0 96.0 97.0 98.0 99.0 102.0 101.0 11.733734866061818 26.768056460136837 1904.1373528794943 363.70091185705644 1239.4384251408221 55.31435604561227 30.87674747488832 139.93212818318005 722.0188619906603 683.1243993797341 308.15463058168837 153.27496993517175 32.86291068347852 30.71546841565763 124.90287764675539 104.16677818300654 30.738451239776253 33.84798265080901 37.80112164945233 76.53120841318282 58.600001966144134 629.4844335458662 37.34263649579724 100.03749373731345 76.2582705386503 9.685736922470088 258.1653353119658 269.78999198652315 119.06566082136669 42.986104650133484 95.51862927498638 1.5228498925833673 200.17483989034605 146.66547277723666 27.498345146748758 15.371173641622473 16.996910277243394 257.3998692949502 3.613228569220065 23.189362848146637 93.59109075723237 48.1737052544125 54.70186981116772 117.17201064585652 1.0553628818582919 33.51504498213492 330.0755023262026 105.05368628603762 68.9075965948554 71.7489252187974 22.7405083817306 13.629872125957807 5.226273905725737 1190.6100876593525 82.03284969694914 48.8675569589398 9.823452133393216 23.841056581657625 107.49405551359987 824.7666401091321 6.675998253789711 50.214069205012436 53.011365447652906 17.000297809564696 517.7810798700787 1431.7308754095889 203.80136794981087 1284.8908539481613 28.879845428739735 486.0380002497791 24.844461422550744 99.38420842691579 58.30937788539734 199.78522929759973 88.22177378583508 384.9107488895976 2.8856533388566046 315.3919293595347 24.982288277059524 356.28501273353993 46.59539803350516 128.2829737635921 5.991837953521095 288.78185300918545 501.58772133043607 158.1252295713694 13.314370086964352 230.28398216105157 285.35562330123355 5.807650255341313 234.55914952703927 333.94044146469207 23.863471114753935 1004.4386948131229 107.69750191716524 57.89118033722311 2.2157663063376973 540.4409499901158 267.4492599767569 139.0366436635439 95.50299627805421 -18.15104496249445
0.0 1.0 2.0 3.0 4.0 5.0 6.0 7.0 8.0 9.0 10.0 11.0 12.0 13.0 14.0 15.0 16.0 17.0 18.0 19.0 20.0 21.0 22.0 23.0 24.0 25.0 26.0 27.0 28.0 29.0 30.0 31.0 32.0 33.0 34.0 35.0 36.0 37.0 38.0 39.0 40.0 41.0 42.0 43.0 44.0 45.0 46.0 47.0 48.0 49.0 50.0 51.0 52.0 53.0 54.0 55.0 56.0 57.0 58.0 59.0 60.0 61.0 62.0 63.0 64.0 65.0 66.0 67.0 68.0 69.0 70.0 71.0 72.0 73.0 74.0 75.0 76.0 77.0 78.0 79.0 80.0 81.0 82.0 83.0 84.0 85.0 86.0 87.0 88.0 89.0 90.0 91.0 92.0 93.0 94.0 95.0 96.0 97.0 98.0 99.0 102.0 101.0 520.4667302181501 945.5040830611417 70.9165579655596 18.540980054007406 25.442808996474547 13.671493239303633 19.834631715257345 536.474546744171 115.5478302502442 1.1274320681151182 933.9670357025176 49.231167894172174 59.04329579157762 435.1467965269089 19.0670226998434 17.041474025369933 108.73122297159509 168.65576881986868 60.41957464420246 48.5507564599728 13.251472514084863 325.3455381714382 24.35079983049221 72.17216336373458 3.6012542688993223 257.0516532796004 424.98687044089354 207.8121958398022 11.494183824520963 4.2173101770507015 13.307316103679959 458.64352513985597 5.036401815541678 1.062294543315736 37.19620923749423 52.451768151009006 116.04649913613723 4.563254278854635 1024.8691368851612 81.29697222809044 39.710039706396245 105.49007493324697 160.13812008606777 11.449413440114132 9.748506485702425 45.359932666797256 14.091452006364216 492.83091022245736 22.501703810918325 144.7837997242075 15.885123188261806 72.7259117633129 284.6851420985896 32.52292178916325 400.8232731276248 11.801900112894403 115.41717201216578 8.193224789541718 158.77177018138252 39.96412313506389 281.0353062736328 6.672994487370267 8.190683626130053 17.36099954964034 28.24861285439842 119.19621229031682 13.113187132773465 82.58365525189662 182.37673877257015 143.95703409558598 243.29743493433938 53.758540338140946 227.44709391869955 204.84707285071283 2.343423594976132 90.26219134303082 60.22714088056365 44.43461119948229 198.36860833377852 123.33437484670506 156.12639033282485 224.66928675542854 144.27765818849997 242.2527289782413 621.9297067090595 2.4157220313857737 503.1714314123625 88.59897186136509 256.2365525422124 129.572144031346 49.655261749836384 0.005542713422599044 210.90354424639693 158.75666315698282 5.31444389942944 66.50495341100054 303.18777324696987 293.459187172101 389.65313600026764 12.872383591109019 -25.94557362819599 13.817171437217935
0.0 1.0 2.0 3.0 4.0 5.0 6.0 7.0 8.0 9.0 10.0 11.0 12.0 13.0 14.0 15.0 16.0 17.0 18.0 19.0 20.0 21.0 22.0 23.0 24.0 25.0 26.0 27.0 28.0 29.0 30.0 31.0 32.0 33.0 34.0 35.0 36.0 37.0 38.0 39.0 40.0 41.0 42.0 43.0 44.0 45.0 46.0 47.0 48.0 49.0 50.0 51.0 52.0 53.0 54.0 55.0 56.0 57.0 58.0 59.0 60.0 61.0 62.0 63.0 64.0 65.0 66.0 67.0 68.0 69.0 70.0 71.0 72.0 73.0 74.0 75.0 76.0 77.0 78.0 79.0 80.0 81.0 82.0 83.0 84.0 85.0 86.0 87.0 88.0 89.0 90.0 91.0 92.0 93.0 94.0 95.0 96.0 97.0 98.0 99.0 102.0 101.0 231.79391241772888 76.93283102415913 32.873940580974924 120.43600646526576 -0.14111791888655045 1324.8372905021918 7.587936848491069 299.9641158658188 461.8717151647611 61.660378923511736 14.24219433953794 369.52567581161117 301.18577082266336 42.011683602851726 408.8767614541699 122.3686272045328 0.21659571163990132 78.45143398283055 206.90301425784878 1.6321797505667601 45.56396588197054 209.1289216060354 390.41777461130874 380.813564769031 63.434450045632104 121.79163352211103 27.363034943581063 34.95079095941373 218.00566593195578 189.37659672888617 47.25061789546882 50.35692046587553 233.5151558564192 160.67205463986198 285.18289785650956 115.3481508997915 59.50753605712832 154.88523654826906 22.282376161663308 -0.5413354536240311 198.12784056466964 176.14034011671637 0.8852564936789531 61.01676890740695 110.04864891899824 30.878891120824143 177.33029529234182 17.193944100181888 257.1510589895195 41.04267523194556 35.98895587320064 115.20329209298197 741.6702761758648 83.90531851115585 247.744846021196 21.189203719487793 133.1798179391161 23.828434025884246 78.66106491938011 114.0401458615448 114.54895373282798 53.63794819996416 51.41712470238744 105.99788083237331 191.42056337378438 28.674446270539864 7.951401087095635 1164.4081959561718 408.15811286735556 6.598303347509581 594.1115352265292 -0.320227624508988 74.87171098314036 4.935849255975755 501.6931469354698 61.769780198505245 122.40709687366032 28.64216547892986 64.36558700202693 14.750767065836818 365.5099199888329 4.7898982057504265 16.255050015719522 11.799629175966079 22.15635291820125 58.83107692654097 249.03357849467238 139.43300144628023 36.58304005056012 11.94331196190545 3.428852405805192 333.9434608703663 13.864057857337988 72.8097893477808 141.65047372259602 174.65862218786455 22.274594146225397 12.800136524754791 156.84246880953205 9.860431290412546 13.259754512295194 -184.80818506845122
0.0 1.0 2.0 3.0 4.0 5.0 6.0 7.0 8.0 9.0 10.0 11.0 12.0 13.0 14.0 15.0 16.0 17.0 18.0 19.0 20.0 21.0 22.0 23.0 24.0 25.0 26.0 27.0 28.0 29.0 30.0 31.0 32.0 33.0 34.0 35.0 36.0 37.0 38.0 39.0 40.0 41.0 42.0 43.0 44.0 45.0 46.0 47.0 48.0 49.0 50.0 51.0 52.0 53.0 54.0 55.0 56.0 57.0 58.0 59.0 60.0 61.0 62.0 63.0 64.0 65.0 66.0 67.0 68.0 69.0 70.0 71.0 72.0 73.0 74.0 75.0 76.0 77.0 78.0 79.0 80.0 81.0 82.0 83.0 84.0 85.0 86.0 87.0 88.0 89.0 90.0 91.0 92.0 93.0 94.0 95.0 96.0 97.0 98.0 99.0 102.0 101.0 246.81045499440668 58.46965487490654 160.71765002165526 23.74772549603813 85.70561423568444 773.0177606703267 13.548053267135955 266.4666487738064 26.770362503724606 16.424583107872206 0.23499693119003617 8.079201969125137 113.46273296484507 42.51065310230164 27.710172119334423 44.980255946977394 1.0587696213985294 69.71111866246942 31.49681331094033 397.14326803727204 9.26434539456627 25.52411776123469 31.672604290707746 368.69179906396255 191.6317068298239 23.90574191088214 1.1866906354396334 159.0205419608932 292.5179773841885 78.78416383247487 8.648342247843715 117.39731414701137 245.96727803834747 265.3093592293095 492.5385287142393 214.8464064767194 1.686945538714895 26.94479421057141 130.04836608560802 23.035171547517095 65.99184508302825 575.6342691437437 5.442557898057155 4.145527505414039 9.50563198334132 300.281696683354 53.28189104569019 90.54636677385315 57.52272103792923 79.46133892441307 2677.65669091277 337.5083809789783 96.75338606858537 55.60615167030517 1717.6690303041228 94.6145355366275 2.6272429945082187 12.807465444679577 634.4195875758812 258.91470381771734 46.01162212142064 0.6575614301412409 82.57267496854445 7.47947477028894 54.98480645999199 190.38140447503207 94.41578788550348 958.4411658547039 13.15830481753599 12.470208151095932 185.36994238166153 4.750335469107487 266.7485514060919 526.0697664125106 42.23162739405381 253.2539022482666 37.685990187597525 175.6790894138212 16.206693164266277 304.8052319803696 82.71012942446774 46.96189872701133 49.42924717474611 47.02696755370318 58.243719932194956 1.9872990574993792 120.30372782611275 51.0828929241337 13.596837803543835 717.9073400627573 91.44992586809431 4.982961353578368 19.808370213681915 208.27889012955617 40.67693144708748 44.585331486496905 1.653296111158426 213.9431803045394 79.8039171944374 138.48410670221006 37.967242645097656 32.10930606056098
0.0 1.0 2.0 3.0 4.0 5.0 6.0 7.0 8.0 9.0 10.0 11.0 12.0 13.0 14.0 15.0 16.0 17.0 18.0 19.0 20.0 21.0 22.0 23.0 24.0 25.0 26.0 27.0 28.0 29.0 30.0 31.0 32.0 33.0 34.0 35.0 36.0 37.0 38.0 39.0 40.0 41.0 42.0 43.0 44.0 45.0 46.0 47.0 48.0 49.0 50.0 51.0 52.0 53.0 54.0 55.0 56.0 57.0 58.0 59.0 60.0 61.0 62.0 63.0 64.0 65.0 66.0 67.0 68.0 69.0 70.0 71.0 72.0 73.0 74.0 75.0 76.0 77.0 78.0 79.0 80.0 81.0 82.0 83.0 84.0 85.0 86.0 87.0 88.0 89.0 90.0 91.0 92.0 93.0 94.0 95.0 96.0 97.0 98.0 99.0 102.0 101.0 133.2304516021276 289.5426042520801 410.21328042929974 215.1334079179412 221.9102465886271 66.99213311907707 42.618614849920206 106.50352170298437 65.21469740409871 40.737821097563504 96.04563231179024 72.89209950407403 31.12149662092345 295.4053120489508 74.45248449683955 161.84947041410726 298.2408198402611 -0.5784847051822095 119.66857113673333 214.68432984451033 43.71110704799824 253.95965602451605 63.63926264070935 -0.053193148672313395 5.476705112731701 9.267365660870478 -0.008350440458899655 58.596510117693626 429.2089432025599 12.36088693712301 73.25954998481687 67.78283799889414 100.97851076814243 67.48212826107066 1.064229417335994 0.2181246101905575 106.74962068197789 629.7767936753949 116.83052979211364 151.30109988298318 393.26972626717225 28.51125641964477 237.99871898082444 22.409275969457514 68.00954906046414 122.19195768830164 66.4939930513396 161.81502383598917 18.68109606710727 934.0026995209038 44.31706230158073 70.55495955591223 978.101944085566 282.9317857701236 33.7203239855527 58.91426807069699 147.94935718648077 2.0094002876279085 21.555694916748152 19.963397621668243 99.79744658329591 0.9197450217689459 2.3025096565202015 123.4307582244779 16.319508499993468 162.82945605106022 126.64493252437626 109.02880079244314 1394.0998174285764 105.5819054853522 45.611335462654885 316.08569533869706 150.94267415136648 10.823687892422875 4.087382955570706 75.87181056845256 3.7411959404222337 5.3613352385282536 118.01902836041234 343.63381713595174 399.8885109006717 127.87071538107257 337.4420047847325 1.4297832275702689 32.29063748584022 42.74159424796838 207.7454604132455 3.227036629001484 80.17227428263419 33.31052066953812 238.56762449027502 65.66500074196307 385.51488780283245 199.07297543952558 1.3512161978292472 15.156393757558615 109.56144459085839 3.493761152849762 77.81504300937897 20.48844040070606 33.39866779381448 -200.42846947007783
0.0 1.0 2.0 3.0 4.0 5.0 6.0 7.0 8.0 9.0 10.0 11.0 12.0 13.0 14.0 15.0 16.0 17.0 18.0 19.0 20.0 21.0 22.0 23.0 24.0 25.0 26.0 27.0 28.0 29.0 30.0 31.0 32.0 33.0 34.0 35.0 36.0 37.0 38.0 39.0 40.0 41.0 42.0 43.0 44.0 45.0 46.0 47.0 48.0 49.0 50.0 51.0 52.0 53.0 54.0 55.0 56.0 57.0 58.0 59.0 60.0 61.0 62.0 63.0 64.0 65.0 66.0 67.0 68.0 69.0 70.0 71.0 72.0 73.0 74.0 75.0 76.0 77.0 78.0 79.0 80.0 81.0 82.0 83.0 84.0 85.0 86.0 87.0 88.0 89.0 90.0 91.0 92.0 93.0 94.0 95.0 96.0 97.0 98.0 99.0 102.0 101.0 105.6408197639752 174.34058987332816 49.28314228206561 6.178727965897816 187.94155127820395 11.397614947439674 228.82431415724318 115.37599062740134 89.25114158814651 3.915061873447744 457.78445087749435 411.65609017070113 261.7069553542556 50.118413269726645 9.700808188458527 128.19790217874373 37.13868584244886 50.57892456923926 113.18186072783176 131.48863566707195 240.88352724175533 112.41475795646585 58.162003597334554 52.67558872284376 16.335137638678088 57.742426096233984 104.17813753715492 162.00526240524164 9.116862869368697 13.137210142981012 597.3539375145243 27.992615062409087 89.80919791630765 86.71690441829841 2.0545987929844434 54.898090392545804 28.04806367713931 54.54733970086001 11.309176347463946 121.32856555438607 15.760811520367216 1554.3562670590845 16.344300626863014 377.8949473525027 59.45347253877715 161.1594248643404 143.57692353140436 298.1864307819961 30.285427308542292 8.565086523033486 129.4475167724417 153.80216909644082 81.47857569543382 1.8316608100588807 48.64023487857146 17.77565527389846 43.182636351454846 38.938864628605785 21.343983392122432 164.3396189164997 6.446934456537079 5.652032588675072 103.37302202401402 30.218512699395028 11.832408566209146 20.53078878889558 0.010738930094867177 43.782861764172324 273.78787585707545 198.16116849553072 3.3748814574773056 238.14238212299966 36.59126986496145 216.7474158881915 41.871474912398114 500.57491659612856 66.87135750612852 735.8637782427519 1109.0320824362661 6.482826931003987 1067.9034463726302 39.71016162246546 117.15408546939314 3.9479052246262345 18.199062718893778 26.721277072258673 341.1459169405746 3.514252087643382 265.82439921334696 286.19258610284277 26.274319065570335 5.5794526226249905 15.923667668395517 79.87863637250467 31.256012169525267 38.70316821066383 8.977414315378917 56.33414786192641 793.55416483145 8.15369124082923 15.62594384578099 -35.63887831576438
