x y u v
0.0 0.0 0.02 0.0
0.1111111111111111 0.0 0.02 0.0
0.2222222222222222 0.0 0.02 0.0
0.3333333333333333 0.0 0.02 0.0
0.4444444444444444 0.0 0.02 0.0
0.5555555555555556 0.0 0.02 0.0
0.6666666666666666 0.0 0.02 0.0
0.7777777777777777 0.0 0.02 0.0
0.8888888888888888 0.0 0.02 0.0
1.0 0.0 0.02 0.0
0.0 0.2222222222222222 0.02 -0.10446299128201408
0.1111111111111111 0.2222222222222222 0.02 -0.10446299128201408
0.2222222222222222 0.2222222222222222 0.02 -0.10446299128201408
0.3333333333333333 0.2222222222222222 0.02 -0.10446299128201408
0.4444444444444444 0.2222222222222222 0.02 -0.10446299128201408
0.5555555555555556 0.2222222222222222 0.02 -0.10446299128201408
0.6666666666666666 0.2222222222222222 0.02 -0.10446299128201408
0.7777777777777777 0.2222222222222222 0.02 -0.10446299128201408
0.8888888888888888 0.2222222222222222 0.02 -0.10446299128201408
1.0 0.2222222222222222 0.02 -0.10446299128201408
0.0 0.4444444444444444 0.02 -0.1878419699636081
0.1111111111111111 0.4444444444444444 0.02 -0.1878419699636081
0.2222222222222222 0.4444444444444444 0.02 -0.1878419699636081
0.3333333333333333 0.4444444444444444 0.02 -0.1878419699636081
0.4444444444444444 0.4444444444444444 0.02 -0.1878419699636081
0.5555555555555556 0.4444444444444444 0.02 -0.1878419699636081
0.6666666666666666 0.4444444444444444 0.02 -0.1878419699636081
0.7777777777777777 0.4444444444444444 0.02 -0.1878419699636081
0.8888888888888888 0.4444444444444444 0.02 -0.1878419699636081
1.0 0.4444444444444444 0.02 -0.1878419699636081
0.0 0.6666666666666666 0.02 -0.2489301494938085
0.1111111111111111 0.6666666666666666 0.02 -0.2489301494938085
0.2222222222222222 0.6666666666666666 0.02 -0.2489301494938085
0.3333333333333333 0.6666666666666666 0.02 -0.2489301494938085
0.4444444444444444 0.6666666666666666 0.02 -0.2489301494938085
0.5555555555555556 0.6666666666666666 0.02 -0.2489301494938085
0.6666666666666666 0.6666666666666666 0.02 -0.2489301494938085
0.7777777777777777 0.6666666666666666 0.02 -0.2489301494938085
0.8888888888888888 0.6666666666666666 0.02 -0.2489301494938085
1.0 0.6666666666666666 0.02 -0.2489301494938085
0.0 0.8888888888888888 0.02 -0.29591498918420583
0.1111111111111111 0.8888888888888888 0.02 -0.29591498918420583
0.2222222222222222 0.8888888888888888 0.02 -0.29591498918420583
0.3333333333333333 0.8888888888888888 0.02 -0.29591498918420583
0.4444444444444444 0.8888888888888888 0.02 -0.29591498918420583
0.5555555555555556 0.8888888888888888 0.02 -0.29591498918420583
0.6666666666666666 0.8888888888888888 0.02 -0.29591498918420583
0.7777777777777777 0.8888888888888888 0.02 -0.29591498918420583
0.8888888888888888 0.8888888888888888 0.02 -0.29591498918420583
1.0 0.8888888888888888 0.02 -0.29591498918420583
0.0 1.1111111111111112 0.02 -0.3351490136238139
0.1111111111111111 1.1111111111111112 0.02 -0.3351490136238139
0.2222222222222222 1.1111111111111112 0.02 -0.3351490136238139
0.3333333333333333 1.1111111111111112 0.02 -0.3351490136238139
0.4444444444444444 1.1111111111111112 0.02 -0.3351490136238139
0.5555555555555556 1.1111111111111112 0.02 -0.3351490136238139
0.6666666666666666 1.1111111111111112 0.02 -0.3351490136238139
0.7777777777777777 1.1111111111111112 0.02 -0.3351490136238139
0.8888888888888888 1.1111111111111112 0.02 -0.3351490136238139
1.0 1.1111111111111112 0.02 -0.3351490136238139
0.0 1.3333333333333333 0.02 -0.3696609722714189
0.1111111111111111 1.3333333333333333 0.02 -0.3696609722714189
0.2222222222222222 1.3333333333333333 0.02 -0.3696609722714189
0.3333333333333333 1.3333333333333333 0.02 -0.3696609722714189
0.4444444444444444 1.3333333333333333 0.02 -0.3696609722714189
0.5555555555555556 1.3333333333333333 0.02 -0.3696609722714189
0.6666666666666666 1.3333333333333333 0.02 -0.3696609722714189
0.7777777777777777 1.3333333333333333 0.02 -0.3696609722714189
0.8888888888888888 1.3333333333333333 0.02 -0.3696609722714189
1.0 1.3333333333333333 0.02 -0.3696609722714189
0.0 1.5555555555555554 0.02 -0.40058631103328785
0.1111111111111111 1.5555555555555554 0.02 -0.40058631103328785
0.2222222222222222 1.5555555555555554 0.02 -0.40058631103328785
