x y u v
0.0 -1.0 1.0 16.93835881007496
0.1111111111111111 -1.0 1.0 16.93835881007496
0.2222222222222222 -1.0 1.0 16.93835881007496
0.3333333333333333 -1.0 1.0 16.93835881007496
0.4444444444444444 -1.0 1.0 16.93835881007496
0.5555555555555556 -1.0 1.0 16.93835881007496
0.6666666666666666 -1.0 1.0 16.93835881007496
0.7777777777777777 -1.0 1.0 16.93835881007496
0.8888888888888888 -1.0 1.0 16.93835881007496
1.0 -1.0 1.0 16.93835881007496
0.0 -0.7777777777777778 1.0 15.325083677465443
0.1111111111111111 -0.7777777777777778 1.0 15.325083677465443
0.2222222222222222 -0.7777777777777778 1.0 15.325083677465443
0.3333333333333333 -0.7777777777777778 1.0 15.325083677465443
0.4444444444444444 -0.7777777777777778 1.0 15.325083677465443
0.5555555555555556 -0.7777777777777778 1.0 15.325083677465443
0.6666666666666666 -0.7777777777777778 1.0 15.325083677465443
0.7777777777777777 -0.7777777777777778 1.0 15.325083677465443
0.8888888888888888 -0.7777777777777778 1.0 15.325083677465443
1.0 -0.7777777777777778 1.0 15.325083677465443
0.0 -0.5555555555555556 1.0 13.551082883213962
0.1111111111111111 -0.5555555555555556 1.0 13.551082883213962
0.2222222222222222 -0.5555555555555556 1.0 13.551082883213962
0.3333333333333333 -0.5555555555555556 1.0 13.551082883213962
0.4444444444444444 -0.5555555555555556 1.0 13.551082883213962
0.5555555555555556 -0.5555555555555556 1.0 13.551082883213962
0.6666666666666666 -0.5555555555555556 1.0 13.551082883213962
0.7777777777777777 -0.5555555555555556 1.0 13.551082883213962
0.8888888888888888 -0.5555555555555556 1.0 13.551082883213962
1.0 -0.5555555555555556 1.0 13.551082883213962
0.0 -0.33333333333333337 1.0 11.648477219104084
0.1111111111111111 -0.33333333333333337 1.0 11.648477219104084
0.2222222222222222 -0.33333333333333337 1.0 11.648477219104084
0.3333333333333333 -0.33333333333333337 1.0 11.648477219104084
0.4444444444444444 -0.33333333333333337 1.0 11.648477219104084
0.5555555555555556 -0.33333333333333337 1.0 11.648477219104084
0.6666666666666666 -0.33333333333333337 1.0 11.648477219104084
0.7777777777777777 -0.33333333333333337 1.0 11.648477219104084
0.8888888888888888 -0.33333333333333337 1.0 11.648477219104084
1.0 -0.33333333333333337 1.0 11.648477219104084
0.0 -0.11111111111111116 1.0 9.662470730411227
0.1111111111111111 -0.11111111111111116 1.0 9.662470730411227
0.2222222222222222 -0.11111111111111116 1.0 9.662470730411227
0.3333333333333333 -0.11111111111111116 1.0 9.662470730411227
0.4444444444444444 -0.11111111111111116 1.0 9.662470730411227
0.5555555555555556 -0.11111111111111116 1.0 9.662470730411227
0.6666666666666666 -0.11111111111111116 1.0 9.662470730411227
0.7777777777777777 -0.11111111111111116 1.0 9.662470730411227
0.8888888888888888 -0.11111111111111116 1.0 9.662470730411227
1.0 -0.11111111111111116 1.0 9.662470730411227
0.0 0.11111111111111116 1.0 7.6475434110955565
0.1111111111111111 0.11111111111111116 1.0 7.6475434110955565
0.2222222222222222 0.11111111111111116 1.0 7.6475434110955565
0.3333333333333333 0.11111111111111116 1.0 7.6475434110955565
0.4444444444444444 0.11111111111111116 1.0 7.6475434110955565
0.5555555555555556 0.11111111111111116 1.0 7.6475434110955565
0.6666666666666666 0.11111111111111116 1.0 7.6475434110955565
