x y0 y1 y2 y3 y4 y5 y6 y7 y8 y9 y10
0.72 0.0 10.751050701286523 14.208429476309524 16.602984129379987 18.58122185409632 20.36250243822206 22.054326961320992 23.72300976212 25.418091169144947 27.18434163965836 28.166465921091493
0.74 0.0 11.58307588380446 15.092494398899916 17.514295215517887 19.51089875842063 21.30607581467413 23.009153183610195 24.687365819683208 26.39077974159986 28.164496575881877 29.15031114961753
0.76 0.0 12.42929199074242 15.987330944493163 18.43448548273668 20.44811255760159 22.256138784799628 23.969606805472534 25.656614584410416 27.36772009706792 29.148334704818577 30.137562107838793
0.78 0.0 13.288767569277528 16.892204711241284 19.36291253810363 21.392298143916065 23.21219522702708 24.935254116733283 26.63037921675316 28.34858746957423 30.135579094304443 31.127965670203775
0.8 0.0 14.16063997571345 17.80641538452568 20.29896945704231 22.342926680215776 24.173784335743026 25.90569459307783 27.60831323797822 29.33308424556455 31.125976572989725 32.1212906453725
0.8200000000000001 0.0 15.044096917397498 18.729296854749034 21.242085380271078 23.299505294586204 25.140479551081857 26.880559340488322 28.590098725438185 30.32093808660071 32.119295907331654 33.11732602004612
0.84 0.0 15.938366445905597 19.660217942258775 22.191725726104995 24.261576348129477 26.111887187014947 27.859509372088926 29.57544444815306 31.31190006935528 33.115326045271374 34.11587928620706
0.86 0.0 16.842712282862138 20.598583159393026 23.147391956138538 25.22871633413551 27.087644834355448 28.842233782993056 30.564083990427207 32.3057428735181 34.11387444329421 35.11677486259353
0.88 0.0 17.756432264564463 21.543833198064643 24.10862090749942 26.200534482536014 28.067419610837625 29.82844787868815 31.55577390111442 33.302259040020864 35.1147654877077 36.11985261654841
0.9 0.0 18.6788584036417 22.49544500213157 25.074983745772894 27.17667114611204 29.05090632183826 30.817891302024723 32.550291897009366 34.30125931508461 36.11783901628565 37.12496648873353
0.92 0.0 19.60935759842498 23.452931391100453 26.04608461105543 28.15679603995738 30.037825585050065 31.810326193973513 33.54743514095502 35.30257108996055 37.122948942775594 38.13198322043172
0.9400000000000001 0.0 20.547332402893872 24.415840264467207 27.021559033820783 29.14060639687198 31.027921962005596 32.805535414483785 34.547018608672985 36.30603694175429 38.12996198399687 39.14078118111933
0.96 0.0 21.492221534045708 25.38375344862775 28.001072193223333 30.12782509103707 32.02096212964433 33.80332084222236 35.54887355298508 37.31151327724924 39.138756487215446 40.15124929254381
0.98 0.0 22.44349996846835 26.35628526137301 28.98431708206122 31.118198771948805 33.01673311654618 34.803501765718046 36.552846069875265 38.31886907902279 40.149221354032456 41.16328604456375
1.0 0.0 23.40067859012029 27.333080870036756 29.971012632420265 32.11149604097209 34.01504062117885 35.80591337339786 37.55879576759093 39.32798475122875 41.16125505604542 42.176798597399234
