x y0 y1 y2 y3 y4 y5 y6 y7 y8 y9
0.0 -1.0 -0.7777777777777777 -0.5555555555555556 -0.3333333333333334 -0.11111111111111116 0.11111111111111116 0.33333333333333326 0.5555555555555554 0.7777777777777777 1.0
0.05263157894736842 -0.4299594420928128 -0.20774079979823035 -0.010531606368994055 -4.024982571303595e-06 8.339251616329945e-06 8.365306456119864e-06 2.078738539300584e-05 0.01062954675784649 0.20803064404110366 0.43024930932365785
0.10526315789473684 -0.00022606225611334577 8.082657080804045e-06 8.35075012069533e-06 8.357311860533643e-06 8.347855720112824e-06 8.356494873490132e-06 8.347297189474254e-06 8.353710987710639e-06 8.62494595797183e-06 0.0002463087772109223
0.15789473684210525 8.34363619846584e-06 8.349609689072331e-06 8.345908766447824e-06 8.351026930254454e-06 8.345496030155434e-06 8.35923222719259e-06 8.353362433338769e-06 8.358350722679455e-06 8.354554039967233e-06 8.36076813046874e-06
0.21052631578947367 8.344330521832207e-06 8.333593400524056e-06 8.347084955843377e-06 8.340680948314091e-06 8.358343922408334e-06 8.346440299242703e-06 8.363790923419561e-06 8.35775520006654e-06 8.370708468836097e-06 8.36065158280045e-06
0.2631578947368421 8.350882393892596e-06 8.351532443615333e-06 8.360661800670378e-06 8.339300841294453e-06 8.358107768702806e-06 8.346393957886595e-06 8.36544312660769e-06 8.344214514582186e-06 8.353258539905645e-06 8.354008346758262e-06
0.3157894736842105 8.356131966872621e-06 8.359879080487922e-06 8.357944162325911e-06 8.35713172772148e-06 8.348035866678297e-06 8.356360973323362e-06 8.347435644014979e-06 8.346509452140973e-06 8.344554581441137e-06 8.348203768984281e-06
0.3684210526315789 8.345308141219272e-06 8.353101948736994e-06 8.346445018926169e-06 8.353996539286329e-06 8.340287240679934e-06 8.36432466093521e-06 8.350368146191881e-06 8.357903439094489e-06 8.35106532170493e-06 8.358869368998327e-06
0.42105263157894735 8.33413874907067e-06 8.339245988554854e-06 8.341465112026644e-06 8.339325964689684e-06 8.346843157172568e-06 8.357806853706931e-06 8.364980159068497e-06 8.363273715046108e-06 8.365279891646395e-06 8.370444662340238e-06
0.47368421052631576 8.354165241185596e-06 8.353828411224843e-06 8.349174044729731e-06 8.34589420225336e-06 8.357943843866441e-06 8.34654112363201e-06 8.358818572276197e-06 8.355545756213363e-06 8.35100789130227e-06 8.350630756638284e-06
0.5263157894736842 8.359023806036185e-06 8.358138926834831e-06 8.357482789333015e-06 8.359950492022882e-06 8.349638620602807e-06 8.354740538862633e-06 8.344631387462038e-06 8.346949226962623e-06 8.346258808360616e-06 8.345326546571991e-06
0.5789473684210527 8.345924848321333e-06 8.356932566689711e-06 8.347612730039976e-06 8.352827693815413e-06 8.343026436594021e-06 8.361617354084932e-06 8.35156323724521e-06 8.356689170364371e-06 8.347300538162155e-06 8.358349211261244e-06
0.631578947368421 8.331137277169643e-06 8.340326994304128e-06 8.344312886944039e-06 8.34117072079335e-06 8.34075989324172e-06 8.363834844706597e-06 8.3630813047256e-06 8.360452183005901e-06 8.364143748493038e-06 8.373187738953211e-06
0.6842105263157894 8.352449292803503e-06 8.353624844324193e-06 8.343233904762127e-06 8.34488554723016e-06 8.356612981379435e-06 8.347885504074348e-06 8.35980024893802e-06 8.361429929439092e-06 8.351152083621452e-06 8.352319389160648e-06
0.7368421052631579 8.35898608758066e-06 8.365774626188027e-06 8.356366062542913e-06 8.359382666663821e-06 8.350854276422103e-06 8.353561046582224e-06 8.345199789036347e-06 8.348095970862063e-06 8.33889970631981e-06 8.34540521972025e-06
0.7894736842105263 8.352214484291753e-06 8.35417559492601e-06 8.349052185727832e-06 8.363161492454835e-06 8.335818617569974e-06 8.368586430593745e-06 8.341241113519594e-06 8.355298549233875e-06 8.350166098786243e-06 8.35184772863929e-06
0.8421052631578947 8.339669621409572e-06 8.342494138079683e-06 8.334046681127288e-06 8.344573979171858e-06 8.348607755348952e-06 8.356017829585118e-06 8.359792487068182e-06 8.370316470333588e-06 8.362034708314978e-06 8.364909586653364e-06
0.894736842105263 8.355211142029013e-06 8.349580258131231e-06 8.350307080476642e-06 8.347189577491748e-06 8.360197366873409e-06 8.344328460601186e-06 8.35749846869502e-06 8.354366452552785e-06 8.355260891221382e-06 8.349594999870123e-06
0.9473684210526315 8.365112224568218e-06 8.356371414849796e-06 8.360055256295441e-06 8.361015857330023e-06 8.357592069905267e-06 8.346853665986546e-06 8.343675606400993e-06 8.344441926663095e-06 8.34825192640796e-06 8.339443059442558e-06
1.0 8.351521910014203e-06 8.353431340988893e-06 8.355289398231416e-06 8.358007476133094e-06 8.340509260943941e-06 8.36397654064938e-06 8.346465450120806e-06 8.34906780362807e-06 8.350924652716773e-06 8.352691836109386e-06
