x y_gt y_nn y_rg
0.007505241432195886 0.00266966332465908 -0.022353993734896074 -0.026437414246016165
0.12138912229464593 -0.24108820562186062 -0.37616642444931386 -0.4272239054149314
0.226788817190266 -0.8627771296802386 -0.7854725019833303 -0.8056318025667816
0.33014904430539804 -1.4159994207911502 -1.4360552654431116 -1.1979063670377483
0.4317145397737008 -1.3256377415749585 -1.2836283258048988 -1.186683736467552
0.5506563007317611 -1.235278441737844 -1.2322272327877761 -1.1705035799545342
0.619182418156158 -1.202423975439369 -1.210484002825153 -1.1615188326297532
0.739755753338609 -1.1668379819602275 -1.1804226800310889 -1.1462847900306499
0.8435238740098385 -1.1504202663272989 -1.1601348777822917 -1.133739763354006
0.9469656798361903 -1.123047889422776 -1.1433915482859554 -1.1217346768368475
1.0334391137288814 -1.109366459728669 -1.131373540615705 -1.112069232187266
1.2243332979825587 -1.1011766369448228 -1.1094516972324384 -1.0918751254973813
1.4321142754586764 -1.0765572016326617 -1.0906564985740632 -1.0715875586059238
1.6229268810011341 -1.0656287135309168 -1.0765919404206246 -1.054412432051757
1.8488183323679859 -1.065659645458921 -1.062767034925618 -1.035761006439099
2.0221730937094655 -1.0519901126601998 -1.05373073126496 -1.0226047033353758
2.264951338298758 -1.0355914320598893 -1.042834823200764 -1.0057502052102663
2.4560902586860935 -1.0356176052297388 -1.0354083737012363 -0.9936821253432909
2.629608177450013 -1.0274254030668155 -1.0293801440282406 -0.9835789713863193
2.872794315595403 -1.0247200490559982 -1.021877808210367 -0.9706863123557535
3.0636884998490803 -1.0165302262721518 -1.0166380297031752 -0.9615253126841801
3.2721221070149538 -1.01382011350318 -1.0114653876339466 -0.9524087997498852
3.4806372928920473 -1.0138486660521069 -1.0067829145152778 -0.9441419691610743
3.6714498984345054 -1.0029201779503618 -1.0028718367604903 -0.9372647554404232
3.8976676646462343 -1.0139057711499604 -0.9986382168321937 -0.929891105123817
4.175280018926261 -1.000250514625703 -0.9939606015380426 -0.9218878853507269
4.453463424184825 -1.005765915326736 -0.9897652507947428 -0.9148977118491455
4.714025827819973 -1.003062940694996 -0.986220565247904 -0.9091759497161165
4.81828342075852 -1.0030772169694595 -0.9848955505111793 -0.907088899557765
4.991882918233659 -0.9976236801244345 -0.9827975626607433 -0.9038494943279634
5.304492539626859 -0.9921891783120276 -0.9793309629888071 -0.8986927555632874
5.530383990993711 -0.9922201102400316 -0.9770499635464106 -0.8954493445391404
5.721278175247389 -0.9840302874561853 -0.9752542047998571 -0.8929885989798206
5.87750140723277 -0.9785743712320829 -0.9738676136358861 -0.8911484485509313
6.10339285859962 -0.978605303160087 -0.971985086183753 -0.8887389729880161
6.311908044476715 -0.978633855709014 -0.970366389508518 -0.8867537113111601
6.537799495843566 -0.978664787637018 -0.9687314643318701 -0.884834450517608
6.746314681720659 -0.9786933401859448 -0.9673235570692159 -0.8832543126578017
6.972287711798731 -0.9814629374318475 -0.9658992201756191 -0.8817272377592333
7.162937159918749 -0.9650571186943053 -0.9647738349379541 -0.8805735097082058
7.371533924507063 -0.9678243365611308 -0.9636169962808662 -0.879437855732839
7.580049110384155 -0.9678528891100575 -0.9625332759947475 -0.8784216974166781
7.7885642962612485 -0.9678814416589845 -0.9615173559182024 -0.8775122636822572
7.927492841468093 -0.9651618113737037 -0.9608758907983055 -0.8769600664686525
8.170760558324702 -0.9651951226807849 -0.9598166828556615 -0.8760864825786443
9.230712753199926 -0.9653402648044964 -0.9560210571761703 -0.8733662980345538
10.15124693060099 -0.9517730453060969 -0.9535868347213464 -0.8719823093159369
11.176283437074263 -0.9464360980358564 -0.951569746428878 -0.8710670711893813
12.219022523882169 -0.952056191416288 -0.9500723165571873 -0.8705335909797568
13.052675373834445 -0.9384770750225019 -0.949174739431784 -0.8702777359480325
14.164756365178945 -0.938629355283445 -0.9482837627429325 -0.8700745883003829
15.189548135518557 -0.9250764120595087 -0.9476924380192796 -0.8699697406278253
16.145324316166455 -0.9279459432266554 -0.9472857256209741 -0.8699126030358654
17.396333852717795 -0.9253785932023177 -0.9469055278523613 -0.8698711369490897
18.543167375041808 -0.9255356322214153 -0.9466647511985282 -0.869851373596474
19.88073192419706 -0.9120255178208694 -0.9464728350613628 -0.8698396047134532
