x y_nn y_rg
0.0 1.3877787807814457e-16 0.0
0.38101818720232955 -0.030922942266751352 -0.03593326045692878
0.7620363744046591 -0.06133472733852955 -0.07013764749856957
1.1430545616069887 -0.09134251044670993 -0.10296967384034529
1.5240727488093182 -0.12103723111159495 -0.13470988449001656
1.9050909360116477 -0.15050569083315507 -0.16558133179142304
2.2861091232139774 -0.17983007151076738 -0.19576289844169892
2.6671273104163067 -0.20908144943389775 -0.22539914344510908
3.0481454976186364 -0.23832848679869673 -0.2546077699134389
3.429163684820966 -0.26763554261953953 -0.28348528939271256
3.8101818720232954 -0.29706682377169447 -0.3121114096359468
4.191200059225625 -0.3266873372883789 -0.3405524510237573
4.572218246427955 -0.35656076270991044 -0.36886403418933167
4.953236433630284 -0.38675049553291213 -0.3970932223748439
5.334254620832613 -0.4173200303719556 -0.4252802353881231
5.7152728080349435 -0.44833366623830856 -0.45345982648527183
6.096290995237273 -0.47985742091231837 -0.4816623945687385
6.477309182439602 -0.5119590373060503 -0.5099148866929242
6.858327369641932 -0.5447076755349823 -0.5382415348672789
7.2393455568442615 -0.5781748864189322 -0.5666644620207836
7.620363744046591 -0.6124348617335323 -0.5952041810808898
8.00138193124892 -0.6475651707515087 -0.6238800081031491
8.38240011845125 -0.6836472175852668 -0.6527104064007643
8.76341830565358 -0.7207666023531376 -0.68171327628317
9.14443649285591 -0.7590138145932521 -0.7109062005204017
9.525454680058239 -0.7984849524020222 -0.7403066550818098
9.906472867260568 -0.8392825459261699 -0.7699321914263246
10.287491054462897 -0.881516341434 -0.7998005961588909
10.668509241665227 -0.9253041336562002 -0.8299300338694943
11.049527428867558 -0.9707728467270422 -0.8603391780389863
11.430545616069887 -1.018059596761981 -0.8910473310246645
11.811563803272216 -1.0673130372985535 -0.9220745386032134
12.192581990474546 -1.1186946085559741 -0.9534416990411355
12.573600177676875 -1.1723798264382739 -0.9851706698762598
12.954618364879204 -1.2285600051457786 -1.017284376740743
13.335636552081533 -1.2874438394689562 -1.0498069219480692
13.716654739283864 -1.3492594056202907 -1.0827636978931707
14.097672926486194 -1.414256108441848 -1.1161815042215248
14.478691113688523 -1.4827065576283218 -1.1500886702586102
14.859709300890852 -1.554908787697052 -1.1845151863937464
15.240727488093182 -1.631188849806121 -1.2194928461624452
15.62174567529551 -1.7119032084030095 -1.2550553968420908
16.00276386249784 -1.7974417894305703 -1.291238704848903
16.38378204970017 -1.8882305296131991 -1.3280809326711644
16.7648002369025 -1.9847342301284656 -1.3656227316285001
17.14581842410483 -2.087460429108655 -1.4039074579053616
17.52683661130716 -2.1969626513864458 -1.4429814042367581
17.90785479850949 -2.313845000757657 -1.482894059722853
18.28887298571182 -2.404216245713904 -1.5237631617211989
18.66989117291415 -2.6714177313970886 -1.5563375342629624
