x y_nn y_rg
0.03761923955394369 -0.02772423264996961 -0.032738033970677406
0.0814352343113791 -0.05999903656863456 -0.07066026710406118
0.1252512290688145 -0.09231812623469217 -0.10837703597732075
0.16906722382624992 -0.12474598521138326 -0.14590761675059274
0.21288321858368534 -0.1573470557071782 -0.18327077577027528
0.2566992133411207 -0.1901855452743096 -0.22048484765536733
0.30051520809855614 -0.22332593108617677 -0.25756780871909146
0.3443312028559916 -0.2568329326521492 -0.2945373458939711
0.388147197613427 -0.29077205960935115 -0.3314109220497293
0.4319631923708624 -0.325209995792807 -0.3682058378590552
0.4757791871282978 -0.3602146947646062 -0.40493929124619815
0.5195951818857332 -0.39585587195775557 -0.44162843464309076
0.5634111766431685 -0.43220527676791565 -0.4782904309134469
0.607227171400604 -0.4693372741017258 -0.5149425077615533
0.6510431661580395 -0.5073294482193413 -0.5516020109842468
0.6948591609154748 -0.5462630170526906 -0.5882864579323462
0.7386751556729103 -0.5862235438772923 -0.6250135903776317
0.7824911504303457 -0.6273015553169343 -0.6618014283845173
0.826307145187781 -0.6695933921900314 -0.6986683241885701
0.8701231399452165 -0.7132022341057429 -0.7356330166141873
0.913939134702652 -0.7582389353768884 -0.7727146879963029
0.9577551294600873 -0.8048232094692797 -0.8099330219256144
1.0015711242175227 -0.85308469703098 -0.8473082641943366
1.0453871189749582 -0.9031643312230265 -0.8848612852988773
1.0892031137323934 -0.9552160788353558 -0.922613645137306
1.133019108489829 -1.0094082962183202 -0.9605876627889016
1.1768351032472644 -1.0659254804176976 -0.9988064888638282
1.2206510980046998 -1.1249697030606545 -1.0372941836870606
1.2644670927621353 -1.1867623510177832 -1.076075799144044
1.3082830875195706 -1.2515460674789933 -1.1151774648580153
1.352099082277006 -1.3195854816449866 -1.1546264829397623
1.3959150770344415 -1.3911676367252144 -1.194451428051377
1.4397310717918768 -1.4666010922883541 -1.234682257009037
1.4835470665493122 -1.5462143364092746 -1.2753504255012742
1.5273630613067477 -1.6303515445449739 -1.3164890124479087
1.571179056064183 -1.7193650686737882 -1.358132858299887
1.6149950508216184 -1.8136048283307549 -1.4003187134717745
1.6588110455790537 -1.9134063157875127 -1.443085402164328
1.7026270403364894 -2.0190781764753667 -1.486473999486937
1.7464430350939248 -2.1308864427505028 -1.5305280219696273
1.79025902985136 -2.249047702370859 -1.5752936409931673
1.8340750246087956 -2.3737315630810016 -1.620819915376674
1.877891019366231 -2.5050833529960226 -1.66715904936526
1.9217070141236663 -2.6432600541555864 -1.714366675638304
1.9655230088811018 -2.7884761958533386 -1.762502162496708
2.0093390036385372 -2.9410597685213578 -1.8116289600337765
2.0531549983959727 -3.1014949105694285 -1.8618149832275424
2.0969709931534077 -3.270455100212027 -1.9131330387861256
2.140786987910843 -3.4019225564678814 -1.965722037448038
2.184602982668279 -3.722229157186104 -2.0097966873403124
