x y_gt y_nn y_rg
3.3333333333333326 0.5507179391461359 0.5616498647613314 0.5406849437517848
5.7106805494564234 0.5507179391461359 0.5272531036599026 0.5215101691839676
7.242417847921448 0.49082827821963226 0.5073717267200002 0.5080842587333461
10.727584494030463 0.4476697143464048 0.47193639167063894 0.48043025433583614
15.71721484572232 0.42025277296749874 0.43625958004774607 0.44705353775381823
21.02152974209427 0.4018052741921956 0.4096514137762441 0.41833358749984606
26.01548240740667 0.3890085808644037 0.3910624206759791 0.3965096220258077
31.268088466417428 0.3754088161182949 0.37596664744872393 0.3779722122889402
36.39063437655459 0.36602453760831777 0.36435296116678034 0.3634077675279034
41.51278766787564 0.3586818769421143 0.3549951535989741 0.3516179489369831
46.634934071147285 0.351375034132819 0.3473445342237622 0.34203914868018537
51.75650876631828 0.3470410734469136 0.34100842451613933 0.33421714846465256
56.87820744637857 0.3420623913366585 0.33569271579539284 0.32778515834967803
61.9999612308341 0.3367971663711369 0.3311739730874795 0.32245126457821577
67.12151526185689 0.3325706592559563 0.32727975622286726 0.31798331494675197
72.24297974823737 0.32880978428058394 0.32387506732103555 0.31419690664564653
77.36419528083222 0.3263434689906115 0.3208544366299891 0.310946428762679
82.48583295245494 0.32168203075583013 0.31813470046063563 0.30811654124131216
87.6067188426854 0.3209298557607556 0.31565147366176105 0.3056173358201395
92.72810756052245 0.3175629772113746 0.31335315935385644 0.30337697013267895
97.84948939031007 0.3142319165189018 0.31120002426405824 0.3013397538437401
102.97058192202267 0.31240520581657805 0.30916080358197884 0.2994618605351737
108.09215661719368 0.3080712451306724 0.3072106404039866 0.29770855702258453
113.21326292500508 0.306172898714532 0.3053306846680373 0.29605315620241296
118.33427968817425 0.3047401844381996 0.30350573567843 0.29447435439803493
123.45543421233153 0.3025911130237011 0.30172396550473934 0.29295550601642173
128.5767333855263 0.2996898666141281 0.29997619265598857 0.2914836364616583
133.6976146837238 0.2989615701903259 0.2982554483290098 0.29004875055068047
138.81869114332116 0.29721843448745466 0.2965559452008323 0.28864273396811047
143.94005919700996 0.2939590095087985 0.29487330032285897 0.28725935785934725
149.06134459410595 0.2911293988130419 0.2932042747682919 0.28589387724579207
154.1822982168222 0.2900250148917023 0.2915463583836726 0.28454257411648853
159.30336434434543 0.28833560597419394 0.2898972569375761 0.2832023821280264
164.4246221892438 0.2856492667060706 0.2882554970513268 0.2818709863070782
169.5453840945849 0.28554181313534577 0.2866200809940675 0.2805467811856988
174.66687613316304 0.2816376667323399 0.28498967617653065 0.27922806698168917
179.78771183903356 0.28114645040902575 0.28336403478137895 0.2779141313788694
184.90848260043822 0.28099294530799024 0.2817424518966001 0.276603997836149
190.02982310192942 0.27787679175696733 0.28012434609646336 0.27529687274389464
195.1504362254034 0.27854300389546216 0.27850985155562874 0.2739926057648601
200.03165286045143 0.2758902783084374 0.27697383259643027 0.2727514688683491
205.87313574818208 0.2725757489345375 0.27513930394538116 0.27126859673954773
210.86577887488204 0.26658865639132556 0.27357442463323295 0.27000309386868276
215.98643534008232 0.2670294915532738 0.2719723587418752 0.2687068075580327
221.23604138865204 0.2690297811006148 0.2703330445450916 0.2673795280737105
226.16438838907186 0.27093529108813685 0.2687968085012672 0.2661349347493909
231.47824331139816 0.2652886912271537 0.2671434162644524 0.2647945335700368
236.5993672001357 0.2632989239952854 0.2655531163929917 0.26350425176289755
241.70217584624325 0.26053452016723355 0.26397159112965113 0.2622200530671942
246.84082213032391 0.26344219542291847 0.26238213413865136 0.26092832972939767
251.96225217645738 0.25986040973208757 0.260801240495695 0.25964244894921384
257.0832413874289 0.25857096688338843 0.2592237904261691 0.2583582210551387
262.20408594936293 0.2580336990297638 0.2576497581833819 0.25707560729139683
267.32526113766846 0.25577717404454026 0.25607903613795885 0.2557945288602588
272.4460023788614 0.25577717404454026 0.2545120971249437 0.254515220453459
277.56708113447513 0.2540220990560331 0.25294861734284074 0.2532375352971207
282.68809100959487 0.2526252026366089 0.2513889910090307 0.25196162275426637
287.80908022056644 0.2513357597879098 0.249833190643976 0.25068751998192107
292.93000743909334 0.2503686776513856 0.24828129697397242 0.24941528737868704
298.0507991926486 0.25010601336739136 0.2467334256142975 0.24814499389202355
302.93167612322924 0.24921975101055738 0.24526185791945757 0.2469360355977839
